phrase,concordance_score,frequency,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithm,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
social networks,-0.9226302675766439,-0.7441459206310082,0.9055858378756814,0.0,-1.0,0.9999998922834159,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
stream processing,-0.9010497237569061,-0.9837318215430121,0.8210731609741462,0.30000000000000004,-1.0,0.9999998860010644,-0.6111111111111112,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
genetic algorithms,-0.5281165243596183,-0.7145674143455756,0.4765214782217331,0.0,-1.0,0.9999999066872185,0.4166666666666665,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
image segmentation,-0.9158652068181055,-0.8501355681538082,0.18437765664849715,0.8,-1.0,0.6297574106068515,0.19444444444444442,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,True
spam filtering,-0.7509668508287293,-0.9935913236381563,0.5592338850827623,0.3999999999999999,-1.0,0.9999998860010644,-0.5833333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
digital signature,-0.9264368763915231,-0.9980280995809712,0.8377256588488273,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network traffic,-0.9187697051759752,-0.9822528962287405,0.9128369255388309,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True
information systems,-0.7986585549369047,-0.8723194478678826,0.9819972995949395,-0.09999999999999998,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computer worms,-0.9974599724260081,-0.9995070248952428,0.40741111166675004,0.8,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
numerical methods,-0.9283375188347565,-0.9571111658861228,0.5934390158523779,0.5,-1.0,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
gesture recognition,-0.33406998158379375,-0.981266946019226,0.00200030004500662,0.5,-1.0,0.9999998860010644,0.3055555555555556,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,True
social network,-0.9128209294767631,-0.9615479418289377,0.9566935040256039,0.10000000000000009,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
fuzzy logic,-0.7250904934273195,-0.8461917673157505,0.3527029054358153,0.3999999999999999,-1.0,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
hash function,-0.6372677046710196,-0.9960561991619423,0.5013251987798171,0.30000000000000004,-1.0,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
parallel architectures,-0.9360871212876718,-0.9876756223810698,0.1595739360904136,0.8999999999999999,-1.0,0.9999998860010644,-0.5555555555555556,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
loss functions,-0.9385704419889502,-0.9990140497904856,0.8719307896184427,0.19999999999999996,-1.0,0.9999998860010644,-0.4444444444444444,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
temporal logic,-0.8388532178587427,-0.9857037219620409,0.3518027704155624,0.6000000000000001,-1.0,0.9999998939557337,-0.41666666666666663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
decision trees,-0.9324956590370955,-0.9516884397337935,0.8004700705105765,0.19999999999999996,-1.0,0.999999844889655,0.0277777777777779,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True
motion planning,-0.979929258382297,-0.9763371949716539,0.8681802270340551,0.19999999999999996,-1.0,0.9999998752716552,-0.4722222222222222,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
wireless networks,-0.7235794652578942,-0.6578752772984964,0.8866830024503676,-0.4,-1.0,0.999999881914214,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
nearest neighbors,-0.7152328334648776,-0.9857037219620409,0.39910986647997193,0.3999999999999999,-1.0,0.99999985203083,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
block cipher,-0.9296369376479874,-0.9960561991619423,0.9169375406310947,0.10000000000000009,-1.0,0.9999999217962117,-0.7222222222222222,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True
classification problems,-0.921060773480663,-0.9792950456001972,0.7831174676201431,0.19999999999999996,-0.9962662808999638,0.9999998860010644,0.8611111111111112,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,True
nonlinear programming,-0.9688290857244698,-0.9645057924574809,0.31304695704355656,0.7,-0.996938655962999,0.9999998860010644,-0.08333333333333337,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
computational modeling,-0.9910491684944057,-0.9842247966477693,0.3535030254538183,0.7,-0.9959530152455952,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
classification accuracy,-0.8089988950276243,-0.9935913236381563,0.6804020603090464,0.19999999999999996,-0.9923440930322587,0.9999998814567748,0.0277777777777779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
markup language,-0.6008839779005526,-0.9980280995809712,0.37035555333299985,0.30000000000000004,-0.9902352803345575,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
genetic programming,-0.9283375188347565,-0.905841754991373,0.7008051207681152,0.19999999999999996,-0.9955939058369286,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,True
text classification,-0.9802601289134438,-0.9792950456001972,0.7980197029554432,0.19999999999999996,-0.9950616089120259,0.8861587357150633,0.2777777777777777,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,True
memory architectures,-0.9927321482234911,-0.9995070248952428,0.3287993198979846,0.7,-0.9990449217854614,0.9999998860010644,-0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
virtual memory,-0.9628063126173042,-0.9955632240571851,0.8906335950392559,0.10000000000000009,-0.994671937000494,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
social networking,-0.9912956342758098,-0.9797880207049544,0.882732409861479,0.10000000000000009,-0.9414065882568676,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data centers,-0.9998527164480463,-0.9723933941335963,0.8803320498074712,0.10000000000000009,-0.9835930297118465,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
digital signatures,-0.9413704955883566,-0.9926053734286419,0.5288793318997851,0.3999999999999999,-0.9962968434028291,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
network capabilities,-0.997525178149616,-1.0,0.7851677751662751,0.19999999999999996,-0.9993887499426953,0.9999998860010644,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
location-based service,-0.9177255985267035,-0.9990140497904856,0.995199279891984,-0.09999999999999998,-0.998772406134913,0.9999998907588488,-0.8055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
wireless security,-0.9938016695568013,-0.997535124476214,0.9383407511126669,0.0,-0.9962509996485313,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
object tracking,-0.9851599128348485,-0.9595760414099088,0.7900185027754163,0.10000000000000009,-0.9961262027618315,0.9999998860010644,0.08333333333333326,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,True
network structure,-0.9939453839235415,-0.9950702489524279,0.9246386958043709,0.0,-0.9922040148941264,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network performance,-0.9402484705324228,-0.9926053734286419,0.9567435115267291,-0.09999999999999998,-0.9902811240888554,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
electronic signatures,-0.9795103144004134,-0.9990140497904856,0.4943741561234185,0.3999999999999999,-0.9992257499274141,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
location-based services,-0.9177255985267035,-0.9630268671432093,0.9954993248987349,-0.19999999999999996,-0.995998858999893,0.999999891283762,-0.8055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
speech processing,-0.9121669736034377,-0.9945772738476707,0.7979196879531929,0.0,-0.995733983975061,0.9999998860010644,-0.05555555555555558,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,True
single sign-on,-0.9861713531788571,-0.997535124476214,0.9711456718507776,-0.09999999999999998,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information technology,-0.9102636312172611,-0.9226029085531181,0.983397509626444,-0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
network architectures,-0.997525178149616,-0.997535124476214,0.3411011651747764,0.5,-1.0,0.9999998860010644,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
program verification,-0.9931005524861879,-0.9965491742666995,0.7177076561484224,0.10000000000000009,-1.0,0.9999998860010644,-0.7222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
quantum cryptography,-0.8149556726198124,-0.9960561991619423,-0.2621893283992599,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,True
communication networks,-0.9737861331623706,-0.9723933941335963,0.8706305945891883,-0.09999999999999998,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
cluster analysis,-0.8539649008774781,-0.9630268671432093,0.736560484072611,-0.09999999999999998,-1.0,0.9999998860010644,0.0277777777777779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
buffer overflow,-0.7628781899500132,-0.9990140497904856,0.17007551132669896,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
real-time systems,-0.9168479209072404,-0.9605619916194232,0.9843976596489472,-0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
sparse representation,-0.9321013526385978,-0.9285186098102046,-0.14507176076411465,0.8,-1.0,0.9999998860010644,-0.08333333333333337,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True
relational databases,-0.7843186003683241,-0.9635198422479665,0.14137120568085204,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
computational geometry,-0.9206585413254116,-0.9950702489524279,0.20893133970095512,0.5,-1.0,0.9999998860010644,0.4166666666666665,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
classification models,-0.985096132596685,-0.9921123983238846,0.769215382307346,0.0,-0.9975779216479301,0.9999998860010644,0.0277777777777779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True
peer-to-peer systems,-0.7152328334648776,-0.9802809958097116,0.9843976596489472,-0.5,-0.9983598123462324,0.9999998860010644,-0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
object classification,-0.9851599128348485,-0.9930983485333991,0.7579636945541832,0.0,-0.9987010936282276,0.9999998860010644,0.16666666666666674,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
information processing,-0.9569820352415963,-0.9847177717525265,0.9233385007751165,-0.30000000000000004,-0.81406282631839,0.9999998578069531,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
data classification,-0.9935914368098244,-0.9901404979048558,0.8089213382007301,-0.19999999999999996,-0.9966253903086303,0.9999998860010644,-0.4722222222222222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,True
simulation techniques,-0.9781037657966597,-0.9965491742666995,0.6835525328799319,-0.09999999999999998,-0.9976721560317646,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
coding theory,-0.9404654277582455,-0.9965491742666995,0.6316447467120068,-0.09999999999999998,-0.9956091870883613,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
real-time data,-0.9273800523407968,-0.9970421493714567,0.9934990248537281,-0.5,-0.9873598581899867,0.9999998696567773,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
packet forwarding,-0.9321013526385978,-0.9985210746857284,0.28534280142021307,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
unlabeled data,1.0,-0.9911264481143702,0.9934990248537281,0.8999999999999999,-0.9978377029222847,0.9999998860010644,-0.7222222222222222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data-flow analysis,0.4997237569060773,-0.9990140497904856,0.9687453117967695,0.5,-0.9982579373366817,0.9999998860010644,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
floating point,0.4997237569060773,-0.9990140497904856,0.6290943641546234,0.7,-0.9795587793336356,0.9999999028892956,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
semistructured data,1.0,-0.9955632240571851,0.9934990248537281,-0.19999999999999996,-0.9994091249446054,0.9999998860010644,-0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
case-based reasoning,0.599779005524862,-0.9354202612768056,0.5538330749612443,0.3999999999999999,-0.9967323590686586,0.9999998860010644,-0.23611111111111116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
user-centered design,0.14238358326756106,-0.9886615725905842,0.9877981697254588,0.3999999999999999,-0.9943866869737519,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
interprocedural analysis,-0.4293606945540648,-0.9985210746857284,0.9687453117967695,1.0,-0.9997605937275557,0.9999998860010644,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
biometric systems,-0.38538036549086274,-0.9921123983238846,0.9843976596489472,0.7,-0.9988666405187475,0.9999998635072977,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
receptive fields,1.0,-0.997535124476214,0.9003350502575387,-0.7,-0.9986170467453481,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
discrete-event simulation,-0.0005524861878453136,-0.9950702489524279,0.7841676251437715,0.3999999999999999,-0.997402187256455,0.9999999038602299,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
minimization problem,-0.4293606945540648,-1.0,0.9723958593789068,0.6000000000000001,-0.996849515329642,0.9999998860010644,-0.8055555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
security requirements,-0.8270958443430219,-0.9926053734286419,0.9438915837375605,1.0,-0.9918907492397577,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
side-channel attacks,-0.0005524861878453136,-0.9955632240571851,0.8174726208931338,0.30000000000000004,-0.9988386248911211,0.9999998860010644,-0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
discrete-event systems,-0.0005524861878453136,-0.9842247966477693,0.9843976596489472,0.10000000000000009,-0.998497343609126,0.9999998860010644,-0.9722222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
inclusive design,0.599779005524862,-0.9955632240571851,0.6903535530329548,-0.19999999999999996,-0.9992766874321894,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
exploiting parallelism,-0.9241393965150871,-0.9970421493714567,1.0,1.0,-0.9996485312170498,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
tacit knowledge,1.0,-0.9921123983238846,0.9551932789918489,-0.9,-0.9975524528955425,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
fine-grain parallelism,-0.7509668508287293,-0.9995070248952428,1.0,0.8,-0.9997580468523168,0.9999998860010644,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
granular computing,-0.3691770863623147,-0.9768301700764112,0.8890333550032505,0.5,-0.9989990780311636,0.9999998860010644,0.0277777777777779,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
knowledge-based systems,-0.6675874769797423,-0.9738723194478679,0.9843976596489472,0.7,-0.9899627646840092,0.9999999093899863,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
elliptic curve,1.0,-0.9916194232191274,0.7143071460719108,-0.7,-0.9963477809076045,0.9999998843688849,-0.7222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
automata theory,-0.5008287292817679,-0.9955632240571851,0.9175876381457218,0.6000000000000001,-0.9944045151004233,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
network classifiers,-0.997525178149616,-1.0,0.9845476821523229,1.0,-0.9991900936740713,0.9999998860010644,-0.25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
logarithm problem,-0.0005524861878453136,-0.9995070248952428,0.9723958593789068,0.0,-0.9991518905454897,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
requirements engineering,-0.6736514314414868,-0.966970667981267,0.9122868430264541,0.7,-0.9937830775421636,0.999999891450198,-0.3055555555555556,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
source software,-0.9091001460595669,-0.9955632240571851,0.9715457318597791,0.8999999999999999,-0.9651485592326774,0.9999998860010644,-0.22222222222222232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
expert systems,-0.6106454655706779,-0.9023909292580725,0.8766815022253338,0.6000000000000001,-0.9703416378445285,0.9999998842173277,-0.38888888888888884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
optimization problem,-0.7041668151844591,-0.9945772738476707,0.7556133420013003,0.8999999999999999,-0.9594511993235499,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
biometric technologies,-0.6932426689332767,-1.0,0.9296394459168875,0.7,-0.9995033593284399,0.9999998800962215,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
stopping rules,1.0,-0.997535124476214,0.5278791818772814,-0.6,-0.999679093719915,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
object-oriented software,-0.8747193951730154,-0.990633473009613,0.9924488673300995,0.8,-0.9929120462105043,0.9999998930308205,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
secret key,-0.4201390126537159,-0.9980280995809712,0.8416262439365905,0.5,-0.9933144524982299,0.9999999093398131,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
user requirements,-0.9381563060261242,-0.9921123983238846,0.9495924388658299,0.8999999999999999,-0.9893107646228841,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
polygonal meshes,-0.700939226519337,-0.9955632240571851,1.0,0.6000000000000001,-0.9996892812208701,0.9999998860010644,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
security model,-0.9624362772573197,-0.9980280995809712,0.9613442016302445,0.8999999999999999,-0.9968164059515381,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
integer programming,-0.5917880462079357,-0.9610549667241804,0.6532479871980796,0.8,-0.9941702025784565,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
recursively enumerable,-0.7152328334648776,-0.9930983485333991,1.0,0.6000000000000001,-0.999050015535939,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
visual programming,-0.9536854232672619,-0.9980280995809712,0.8352752912936943,1.0,-0.9969513903391929,0.9999998860010644,-0.19444444444444453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
injection attacks,-0.15853445769118935,-0.9950702489524279,0.5279291893784068,0.5,-0.9987342030063315,0.9999998582183716,-0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
secured connections,-0.5008287292817679,-0.9990140497904856,0.5685352802920438,0.8,-0.9999719843723736,0.9999998860010644,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
support vector,-0.9195784735011254,-0.9911264481143702,0.7742161324198629,1.0,-0.9276152588389305,0.9999998860010644,-0.33333333333333337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
autonomic computing,-0.33406998158379375,-0.9950702489524279,0.8890333550032505,0.30000000000000004,-0.9981891717052348,0.9999998555512442,-0.5277777777777778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
ad-hoc networks,-0.0005524861878453136,-0.9773231451811684,0.9334400160024006,-0.09999999999999998,-0.9825742796163387,0.9999998860010644,-0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
simulated annealing,-0.4725112060877724,-0.9226029085531181,0.44581687253087954,0.8,-0.9919060304911903,0.9999998860010644,0.05555555555555558,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,False
mandatory access,-0.33406998158379375,-0.9990140497904856,0.6718507776166425,0.5,-0.999391296817934,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
finite state,-0.5842081031307551,-0.9990140497904856,0.612991948792319,0.8,-0.9865295768621478,0.9999998742232123,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
range images,-0.5180796342160412,-0.988168597485827,0.9354903235485323,0.3999999999999999,-0.9990525624111777,0.9804493714667335,-0.9166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
instant messaging,0.3329650092081029,-0.9945772738476707,0.5843876581487222,-0.09999999999999998,-0.9938671244250429,0.9999998860010644,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
geographic information,-0.1434885556432518,-0.9871826472763126,0.7456118417762663,0.19999999999999996,-0.9214059770068104,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
mobile games,-0.9810939226519337,-0.9950702489524279,0.9632944941741262,0.8,-0.9953595933149618,0.9999999044906793,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
search space,-0.8813205198039064,-0.9990140497904856,0.9659448917337599,0.7,-0.9809366388378099,0.9999998860010644,0.19444444444444442,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,False
performance analysis,-0.9346476116694868,-0.43406457973872314,0.9409411411711757,0.19999999999999996,-0.9407800569481304,0.9999998974083282,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
ubiquitous computing,0.11779243153329766,-0.969435543505053,-0.08121218182727408,0.7,-0.987201951925183,0.9999998919159419,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wearable computing,-0.6372677046710196,-0.9911264481143702,0.8890333550032505,0.5,-0.9982961404652632,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
learning algorithm,-0.9065072827724762,-0.9886615725905842,0.7541131169675452,0.8999999999999999,-0.9593747930663868,0.9999998873017562,-0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
number generator,-0.7904623437045653,-0.997535124476214,0.739810971645747,0.8,-0.9957187027236284,0.999999884690338,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
key infrastructure,-0.988903112788034,-0.9995070248952428,0.8347252087813173,0.8999999999999999,-0.9966865153143608,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
combinatorial problems,-0.8343462246777165,-0.9921123983238846,0.9676951542731409,0.6000000000000001,-0.9974684060126631,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
hardware/software co-design,-0.6675874769797423,-0.9950702489524279,1.0,0.3999999999999999,-0.99902709365879,0.9999998860010644,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
hardware/software codesign,-0.6675874769797423,-0.997535124476214,1.0,0.3999999999999999,-0.9992181093016977,0.9999998867086766,-0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
global optimization,-0.93757783039551,-0.884643825486813,0.740411061659249,0.8,-0.9937652494154922,0.9999998860010644,-0.33333333333333337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
user experience,-0.8752076396765578,-0.9753512447621395,0.9625443816572485,0.6000000000000001,-0.7359374283691339,0.9999999017294345,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
software quality,-0.9798166216057365,-0.9861966970667981,0.9728959343901586,0.7,-0.9254682430126477,0.9999998527166427,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
least squares,-0.6898219766728054,-0.9359132363815628,0.4211131669750463,0.8999999999999999,-0.9529694018408814,0.9999998860010644,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
software support,-0.9940088554523726,-0.9990140497904856,0.9850977646646999,0.7,-0.9923440930322587,0.9999998695239054,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
algorithmic aspects,-0.87603591160221,-0.9921123983238846,0.860129019352903,0.7,-0.9987698592596743,0.9999998860010644,-0.36111111111111116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
web access,-0.9952708470917965,-0.9995070248952428,0.9802470370555583,0.7,-0.9968597028305971,0.9999998532692378,-0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
deductive databases,-0.7509668508287293,-0.9896475228000986,0.8257238585787867,0.6000000000000001,-0.9993887499426953,0.9999998860010644,-0.7777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
vector machines,-0.921060773480663,-0.9743652945526251,0.6745011751762764,0.8999999999999999,-0.9731253724805037,0.9999998860010644,-0.3055555555555556,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
agent-based systems,-0.9177255985267035,-0.9945772738476707,0.9843976596489472,0.6000000000000001,-0.997623765402228,0.9999998860010644,-0.5833333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
recognition techniques,-0.9668980497709779,-0.9990140497904856,0.7281092163824572,0.8999999999999999,-0.998077109194729,0.9999999028799531,-0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
