phrase,concordance_score,frequency,uniqueness,wiki_score,popularity,purity,suggested_query_score,label
mesh processing,-0.9470210542033747,-1.0,0.7637145571835775,0.7,-1.0,0.9999998860010644,0.2777777777777777,False
parallel computers,-0.9722081496699044,-0.9837318215430121,0.7690653598039705,0.7,-1.0,0.9999998860010644,0.08333333333333326,True
user data,-0.9779133584574293,-0.9985210746857284,0.9842976446466971,0.5,-1.0,0.9999998441858491,-0.7222222222222222,False
security architecture,-0.9849930160763695,-0.9950702489524279,0.8866830024503674,0.6000000000000001,-1.0,0.9999998868180191,-0.6111111111111112,True
distributed memory,-0.9315478476674447,-0.9945772738476707,0.8313246987048057,0.6000000000000001,-1.0,0.9999998860010644,-0.5277777777777778,True
multimedia applications,-0.7688338595106551,-0.9753512447621395,0.849177376606491,0.3999999999999999,-1.0,0.7525947525952661,-0.7222222222222222,False
automatic parallelization,-0.9589764466414655,-0.9970421493714567,0.8607791168675301,0.6000000000000001,-1.0,0.9999998860010644,0.0277777777777779,False
knowledge representation,-0.8856566085847853,-0.9719004190288391,0.7614642196329451,0.6000000000000001,-1.0,0.9999998860010644,0.25,True
network topologies,-0.9867857954713923,-0.997535124476214,0.9845476821523229,0.5,-1.0,0.9999998860010644,-0.7777777777777778,True
spatiotemporal data,-0.5008287292817679,-0.9930983485333991,0.9934990248537281,0.0,-1.0,0.9999998860010644,-0.7222222222222222,True
practical algorithms,-0.9642748195098804,-0.9955632240571851,0.5569835475321296,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
parallel algorithms,-0.9433113269641183,-0.9580971160956372,0.49672450867630147,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,True
information privacy,-0.9985095054854498,-0.9965491742666995,0.9888983347502127,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
network computing,-0.9832060012453177,-0.997535124476214,0.8735810371555734,0.6000000000000001,-1.0,0.9999998860010644,-0.7222222222222222,False
wide web,-0.9602660953884317,-0.9985210746857284,0.9505925888883333,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
constraint programming,-0.9545676474367211,-0.9748582696573823,0.4195629344401661,1.0,-1.0,0.9999998860010644,-0.33333333333333337,True
context-aware applications,-0.6809281767955802,-0.9911264481143702,0.9597439615942391,0.19999999999999996,-1.0,0.9999998860010644,-0.8888888888888888,False
images using,-0.8665769070058963,-1.0,0.953793068960344,0.3999999999999999,-1.0,0.9999998540159505,-0.7222222222222222,False
computer interaction,-0.9136249735833106,-0.9995070248952428,0.797069560434065,0.6000000000000001,-1.0,0.9999998860010644,-0.9166666666666666,False
image data,-0.9077471339078592,-0.9832388464382549,0.9747462119317898,0.3999999999999999,-1.0,0.9999998844699227,-0.5833333333333334,False
computer systems,-0.8990449737845807,-0.9871826472763126,0.96884532679902,0.3999999999999999,-1.0,0.9999998836200961,-0.7222222222222222,True
theorem proving,0.24958563535911593,-0.9921123983238846,0.024203630544581856,0.19999999999999996,-1.0,0.9999998860010644,0.14583333333333326,True
user profiles,-0.9911657092678643,-0.9945772738476707,0.858078711806771,0.6000000000000001,-1.0,0.9999999193332365,-0.7222222222222222,False
maturity model,-0.20066298342541433,-0.9960561991619423,0.4609191378706805,0.19999999999999996,-1.0,0.9999998851571199,-0.6111111111111112,False
embedded devices,-0.9858293618995403,-0.9970421493714567,0.6457468620293043,0.8,-1.0,0.9999998860010644,-0.7222222222222222,True
virtual environments,-0.8479103333421449,-0.960069016514666,0.6691503725558834,0.6000000000000001,-1.0,0.9999998852567737,0.05555555555555558,True
optimization methods,-0.9881946177152022,-0.9926053734286419,0.7377106565984899,0.7,-1.0,0.9999998868228634,0.5555555555555554,False
reverse engineering,-0.6225175451694789,-0.9842247966477693,0.7627644146621992,0.30000000000000004,-1.0,0.9999998880630017,-0.5833333333333334,True
machine translation,-0.9853482403097403,-0.9758442198668967,0.8116217432614892,0.6000000000000001,-1.0,0.9999998860010644,-0.3055555555555556,True
mobile computers,-0.9925288082083662,-0.9965491742666995,0.9393909086362955,0.5,-1.0,0.9999998860010644,-0.7569444444444444,False
component analysis,-0.737801686536784,-0.9807739709144688,0.8667800170025504,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
case study,0.12232238053697775,-0.8353463150110919,0.9603440516077413,-0.8,-1.0,0.9999998914588486,-0.7222222222222222,False
write operations,-0.863097732901505,-1.0,0.904285642846427,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
computational resources,-0.9206585413254116,-0.9990140497904856,0.5602340351052659,0.8,-1.0,0.9999998850263239,-0.7222222222222222,True
vehicular networks,-0.0005524861878453136,-0.8935173773724427,0.9334400160024006,-0.6,-1.0,0.9999998860010644,-0.7222222222222222,False
version 2.0,-0.6479688007799804,-0.9990140497904856,0.985447817172576,0.10000000000000009,-1.0,0.9999998877097145,-0.7222222222222222,False
ambient intelligence,-0.22648369274639102,-0.9659847177717525,0.42986447967195085,0.19999999999999996,-1.0,0.9999998860010644,-0.19444444444444453,True
local minima,-0.9538347761778396,-0.997535124476214,0.98819822973446,0.3999999999999999,-1.0,0.9999998800353216,-0.38888888888888884,False
external memory,-0.8581689029202841,-0.9965491742666995,0.8901835275291294,0.3999999999999999,-1.0,0.9999998860010644,-0.41666666666666663,False
mobile computing,-0.9582241515390687,-0.969435543505053,0.8623793569035356,0.5,-1.0,0.9999998845944902,-0.7222222222222222,False
scientific computing,-0.8816360188010225,-0.9802809958097116,0.7926188928339251,0.5,-1.0,0.9999998860010644,0.08333333333333326,True
agent software,-0.9900491437990293,-1.0,0.9204380657098568,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
congestion control,0.1995580110497237,-0.9684495932955386,0.39695954393158983,-0.19999999999999996,-1.0,0.9999998792823808,-0.7222222222222222,False
networks using,-0.8957836580401279,-1.0,0.92153823073461,0.3999999999999999,-1.0,0.9999998603557416,-0.41666666666666674,False
cross site,-0.9177255985267035,-1.0,0.9433415012251838,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
approximation algorithm,-0.7787599754450583,-0.9911264481143702,0.18977846677001553,1.0,-1.0,0.9999998860010644,-0.7222222222222222,True
key agreement,-0.9278938148497508,-0.9891545476953414,0.9362404360654097,0.3999999999999999,-1.0,0.9999998409903481,-0.7222222222222222,False
scheduling problems,-0.9354949732814056,-0.9792950456001972,0.6325448817322599,0.7,-1.0,0.9999998860010644,-0.7222222222222222,False
optimization algorithm,-0.8849117804312957,-0.9699285186098102,0.5707856178426765,0.7,-1.0,0.9999998860010644,0.0277777777777779,True
computational time,-0.9608817568505511,-0.9990140497904856,0.5740861129169375,0.8,-1.0,0.9999998849557359,-0.23611111111111116,False
number generators,-0.7904623437045653,-0.9995070248952428,0.5027254088113218,0.7,-1.0,0.9999998860010644,-0.9722222222222222,False
equality constraints,-0.5564149785144261,-0.9930983485333991,0.36145421813272005,0.6000000000000001,-1.0,0.9999998860010644,-0.8611111111111112,False
multi-core systems,-0.7787599754450583,-0.9940842987429135,0.9843976596489472,0.19999999999999996,-1.0,0.9999999062955234,-0.9444444444444444,False
formal methods,-0.9085683262542714,-0.9684495932955386,0.7841176176426463,0.5,-1.0,0.9999998884796106,-0.16666666666666674,False
background subtraction,-0.9283375188347565,-0.9861966970667981,0.920888133219983,0.3999999999999999,-1.0,0.9999998860010644,0.33333333333333326,False
signal analysis,-0.9585282708357823,-0.9935913236381563,0.8496274441166176,0.5,-1.0,0.9999998860010644,0.16666666666666674,True
image classification,-0.9889278630103213,-0.9142223317722455,0.7966695004250637,0.5,-1.0,0.9999998836349748,0.2777777777777777,True
feature vectors,-0.8798258831408002,-0.9980280995809712,0.36875531329699474,0.8999999999999999,-1.0,0.9999998838315147,-0.5555555555555556,True
game world,-0.9892990433351261,-1.0,0.9788968345251787,0.3999999999999999,-1.0,0.9999998790107547,-0.7222222222222222,False
translation system,-0.8833929151771206,-0.9995070248952428,0.8624793719057857,0.3999999999999999,-1.0,0.9999998860010644,-0.5833333333333334,False
peer-to-peer computing,-0.7152328334648776,-0.9990140497904856,0.8890333550032505,0.19999999999999996,-1.0,0.9999998860010644,-0.9166666666666666,False
input data,-0.7535455943498319,-0.9965491742666995,0.9216382457368606,0.19999999999999996,-1.0,0.9999998860010644,-0.33333333333333337,False
text processing,-0.9385704419889502,-0.9995070248952428,0.9083362504375656,0.3999999999999999,-1.0,0.9999998860010644,0.7222222222222223,True
computational methods,-0.9809933646131208,-0.9797880207049544,0.5310296544481672,0.8,-1.0,0.9999998860010644,-0.7222222222222222,True
dictionary attack,-0.8191863385233551,-0.9990140497904856,0.7877181577236585,0.3999999999999999,-1.0,0.989411307121663,-0.19444444444444453,True
sensor networks,-0.33406998158379375,-0.7880207049543998,0.6897034555183279,-0.19999999999999996,-1.0,0.9999998860010644,-0.3055555555555556,True
computational analysis,-0.9910491684944057,-0.9871826472763126,0.5452817922688404,0.8,-1.0,0.9999998860010644,-0.7222222222222222,True
information theory,-0.9829367041440047,-0.9659847177717525,0.9151872780917139,0.3999999999999999,-1.0,0.9999998860010644,-0.4722222222222222,False
runtime systems,-0.9647212456052235,-0.9995070248952428,0.5304295644346653,0.8,-1.0,0.9999998860010644,-0.9166666666666666,True
attribute values,-0.9640474728872519,-0.9960561991619423,0.7233084962744412,0.6000000000000001,-1.0,0.9999998860010644,-0.2901234567901235,False
approximation algorithms,-0.7787599754450583,-0.9561252156766084,0.09591438715807366,1.0,-1.0,0.9999998860010644,-0.7222222222222222,True
optimization models,-0.9881946177152022,-0.9901404979048558,0.7370105515827374,0.6000000000000001,-1.0,0.9999998860010644,-0.33333333333333337,False
knowledge bases,-0.9703187420314492,-0.9871826472763126,0.6110916637495625,0.7,-1.0,0.9999998860010644,-0.4444444444444444,False
runtime performance,-0.9647212456052235,-1.0,0.518227734160124,0.8,-1.0,0.9999998860010644,-0.33333333333333337,False
service attacks,-0.972312095075321,-0.9896475228000986,0.8126719007851178,0.5,-1.0,0.9999998860010644,-0.5833333333333334,False
step size,-0.8899324739103744,-0.9985210746857284,0.9367405110766616,0.30000000000000004,-1.0,0.9999998860010644,-0.11111111111111105,False
transaction processing,-0.8135013812154697,-0.9935913236381563,0.7536630494574184,0.3999999999999999,-1.0,0.9999998860010644,-0.5833333333333334,False
kernel methods,-0.9470210542033747,-0.9871826472763126,0.7792668900335051,0.5,-1.0,0.9999998860010644,-0.08333333333333337,False
tree structures,-0.9392151278692259,-0.9970421493714567,0.7802170325548834,0.5,-1.0,0.9999998860010644,-0.27083333333333337,True
software fault,-0.998739600067918,-1.0,0.7402110316547483,0.6000000000000001,-1.0,0.9999998860010644,-0.7222222222222222,False
association rules,0.07265867133809478,-0.9546462903623367,0.9228384257638644,-0.7,-1.0,0.9999998860010644,0.0277777777777779,False
image analysis,-0.9605146078244595,-0.9487305891052502,0.9499924988748312,0.30000000000000004,-1.0,0.9999998860010644,-0.19444444444444453,True
particle swarm,-0.5246514075243358,-0.9871826472763126,0.645346802020303,0.19999999999999996,-1.0,0.9999998860010644,-0.11111111111111105,False
hash functions,-0.5463083877448519,-0.9960561991619423,0.4644196629494426,0.3999999999999999,-1.0,0.9999998860010644,-0.33333333333333337,True
software metrics,-0.9940088554523726,-0.990633473009613,0.4028604290643598,0.8999999999999999,-1.0,0.9999998860010644,-0.4444444444444444,False
private information,-0.5722967640094713,-0.9876756223810698,0.977796669500425,-0.09999999999999998,-1.0,0.9999998860010644,-0.7222222222222222,False
chosen plaintext,-0.9101456554495229,-0.9985210746857284,0.8240736110416562,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
network model,-0.9581474416627956,-0.9886615725905842,0.9607941191178675,0.30000000000000004,-1.0,0.9999998860010644,-0.5833333333333334,False
object-oriented analysis,-0.9589764466414655,-0.9960561991619423,0.9687453117967695,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
malicious code,-0.8957836580401279,-0.9955632240571851,0.3046957043556533,0.8999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,True
model checking,-0.9593185576393073,-0.9423219127434065,0.8145721858278743,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
network architecture,-0.9832060012453177,-0.9901404979048558,0.8861329199379906,0.3999999999999999,-1.0,0.9999998822602347,-0.7222222222222222,True
computational systems,-0.9508259529692662,-0.997535124476214,0.5609341401210182,0.7,-1.0,0.9999998860010644,-0.7222222222222222,True
evolutionary algorithms,-0.7702082447938802,-0.8876016761153562,0.1702755413311996,0.8,-1.0,0.9999998986242447,0.2777777777777777,True
transitive closure,-0.33406998158379375,-0.9970421493714567,0.6415462319347902,0.0,-1.0,0.9999998702726942,-0.33333333333333337,False
active contours,-0.9680288571298115,-0.9753512447621395,0.9523428514277141,0.30000000000000004,-1.0,0.9999998860010644,-0.33333333333333337,False
input space,-0.9907899982912798,-0.9985210746857284,0.8960844126618994,0.3999999999999999,-1.0,0.9999998860010644,-0.19444444444444453,False
digital images,-0.9936381627772739,-0.9511954646290363,0.9474921238185727,0.30000000000000004,-1.0,0.9999998823872243,-0.7222222222222222,False
knowledge base,-0.7163323416914578,-0.9940842987429135,0.9058358753813072,0.10000000000000009,-1.0,0.9999998870097144,-0.5833333333333334,False
multimodal biometrics,-0.9101456554495229,-0.9955632240571851,1.0,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
computational complexity,-0.7094866598184292,-0.9753512447621395,0.27769165374806226,0.7,-1.0,0.9999999384664502,-0.7222222222222222,True
signature schemes,-0.5722967640094713,-0.9960561991619423,0.5606340951142672,0.30000000000000004,-1.0,0.9999998860010644,-0.8611111111111112,False
privacy enhancing,-0.9659978675971698,-0.9995070248952428,0.5560834125118768,0.7,-1.0,0.9999998860010644,-0.7222222222222222,False
robot path,-0.9610828729281768,-1.0,0.6509976496474472,0.6000000000000001,-1.0,0.9999998860010644,-0.11111111111111105,False
data access,-0.9910869249545358,-0.9970421493714567,0.9773466019902985,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
management support,-0.9939325531198637,-0.9995070248952428,0.9824473671050657,0.30000000000000004,-1.0,0.9999998850557357,-0.7222222222222222,False
computational models,-0.970937560731836,-0.9709144688193246,0.530329549432415,0.7,-1.0,0.9999998860010644,-0.7222222222222222,True
security breaches,-0.9978825811158264,-0.9990140497904856,0.9850977646646999,0.30000000000000004,-1.0,0.9999998795633493,-0.7222222222222222,False
sensitivity analysis,-0.1434885556432518,-0.9171801824007888,0.6458468770315549,-0.30000000000000004,-1.0,0.9999998269765105,-0.7222222222222222,False
object recognition,-0.8336818471968479,-0.9526743899433079,0.7712656898534782,0.30000000000000004,-1.0,0.9999998834072932,-0.19444444444444453,True
computational efficiency,-0.9307143452066965,-0.9960561991619423,0.4110116517477622,0.8,-1.0,0.9999998924889519,-0.7222222222222222,True
smart cards,-0.8105235464351487,-0.9704214937145674,0.8574286142921439,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
parallel scheduling,-0.9938807666992441,-0.9980280995809712,0.46787018052707907,0.8,-1.0,0.9999998860010644,-0.08333333333333337,False
autonomous agents,-0.7787599754450583,-0.97880207049544,0.3240486072910935,0.7,-1.0,0.9999998669789234,-0.41666666666666663,True
missing data,-0.056138735420503405,-0.9605619916194232,0.8812321848277243,-0.6,-1.0,0.9999998860010644,-0.7222222222222222,False
data storage,-0.9898346690268913,-0.9965491742666995,0.9438415762364356,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,True
ensemble methods,-0.6675874769797423,-0.9921123983238846,0.5111266690003502,0.3999999999999999,-1.0,0.9999998860010644,0.25,False
usability engineering,-0.8698849741871207,-0.997535124476214,0.4175626343951593,0.7,-1.0,0.9999998860010644,-0.7222222222222222,False
video games,-0.8539649008774781,-0.97880207049544,0.98219732959944,0.10000000000000009,-1.0,0.9999998860010644,-0.7222222222222222,False
object management,-0.9851599128348485,-0.9980280995809712,0.9323398509776466,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
rapid prototyping,-0.7787599754450583,-0.9827458713334977,0.8095714357153574,0.19999999999999996,-1.0,0.9999998790609275,-0.5833333333333334,False
decision support,-0.7724072612470403,-0.9161942321912744,0.9362904435665351,0.0,-1.0,0.999999892906253,-0.5833333333333334,False
configuration management,-0.8410165745856354,-0.9940842987429135,0.8822823423513526,0.19999999999999996,-1.0,0.9999998726924169,-0.5833333333333334,False
activation functions,-0.7787599754450583,-0.9995070248952428,0.623993599039856,0.3999999999999999,-1.0,0.9999998860010644,-0.4444444444444444,False
network function,-0.997525178149616,-1.0,0.9419412911936791,0.30000000000000004,-1.0,0.9999998860010644,-0.5277777777777778,False
error detection,-0.9202522462190971,-0.9921123983238846,0.7521628244236636,0.3999999999999999,-1.0,0.9999998480232182,-0.2777777777777778,False
terrorist networks,0.1995580110497237,-0.9990140497904856,0.6386457968695305,-0.6,-1.0,0.9999998860010644,-0.8333333333333334,False
social networks,-0.9226302675766439,-0.7441459206310082,0.9055858378756814,0.0,-1.0,0.9999998922834159,-0.7222222222222222,True
logic programs,-0.9431019296981343,-0.9334483608577767,0.8129719457918687,0.30000000000000004,-1.0,0.9999998860010644,-0.36111111111111116,False
stream processing,-0.9010497237569061,-0.9837318215430121,0.8210731609741462,0.30000000000000004,-1.0,0.9999998860010644,-0.6111111111111112,True
recognition performance,-0.9668980497709779,-0.9995070248952428,0.8009201380207029,0.3999999999999999,-1.0,0.9999998860010644,-0.75,False
genetic algorithms,-0.5281165243596183,-0.7145674143455756,0.4765214782217331,0.0,-1.0,0.9999999066872185,0.4166666666666665,True
large networks,-0.992516539017855,-0.9852107468572837,0.9103865579836976,0.30000000000000004,-1.0,0.9999998492806574,-0.7222222222222222,False
log n,-0.737801686536784,-0.988168597485827,0.9585437815672351,0.0,-1.0,0.9999998860010644,-0.7222222222222222,False
risk management,-0.4360870978225545,-0.97880207049544,0.9460419062859429,-0.30000000000000004,-1.0,0.9999998860010644,-0.6111111111111112,False
systems development,-0.9502832587915461,-0.9955632240571851,0.9732959943991599,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
network approach,-0.997525178149616,-0.9970421493714567,0.9212881932289843,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
artificial data,-0.9716769580760481,-1.0,0.6975546331949793,0.5,-1.0,0.9999998860010644,-0.36111111111111116,False
functional specification,-0.9858293618995403,-1.0,0.7092063809571436,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
user inputs,-0.9977918846730819,-1.0,0.6179926989048357,0.6000000000000001,-1.0,0.9999998860010644,-0.05555555555555558,False
domain experts,-0.9128209294767631,-0.9970421493714567,0.8297744661699256,0.30000000000000004,-1.0,0.9999998860010644,-0.2777777777777778,False
serious games,-0.8929371360310587,-0.9719004190288391,0.8846326949042358,0.19999999999999996,-1.0,0.9999998843917222,-0.7222222222222222,False
image segmentation,-0.9158652068181055,-0.8501355681538082,0.18437765664849715,0.8,-1.0,0.6297574106068515,0.19444444444444442,True
image understanding,-0.9848688265551981,-0.9970421493714567,0.8977846677001549,0.30000000000000004,-1.0,0.9999998860010644,0.19444444444444442,False
spam filtering,-0.7509668508287293,-0.9935913236381563,0.5592338850827623,0.3999999999999999,-1.0,0.9999998860010644,-0.5833333333333334,True
digital signature,-0.9264368763915231,-0.9980280995809712,0.8377256588488273,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,True
network traffic,-0.9187697051759752,-0.9822528962287405,0.9128369255388309,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,True
information systems,-0.7986585549369047,-0.8723194478678826,0.9819972995949395,-0.09999999999999998,-1.0,0.9999998860010644,-0.7222222222222222,True
computer worms,-0.9974599724260081,-0.9995070248952428,0.40741111166675004,0.8,-1.0,0.9999998860010644,-0.7222222222222222,True
conceptual model,-0.5746399782628386,-0.9945772738476707,0.4793218982847427,0.30000000000000004,-1.0,0.9999998860010644,-0.6111111111111112,False
network theory,-0.997525178149616,-0.9965491742666995,0.9021353202980447,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
numerical methods,-0.9283375188347565,-0.9571111658861228,0.5934390158523779,0.5,-1.0,0.9999998860010644,-0.33333333333333337,True
model databases,-0.9964620374049813,-1.0,0.8019702955443317,0.3999999999999999,-1.0,0.9999998860010644,-0.9444444444444444,False
group key,-0.5587554521663275,-1.0,0.9625943891583739,-0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
feature space,-0.9202522462190971,-0.9926053734286419,0.9050357553633046,0.19999999999999996,-1.0,0.9999998860010644,-0.36111111111111116,False
proof system,-0.8581689029202841,-0.9980280995809712,0.8454268140221033,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
spatial data,-0.8155720610296001,-0.9699285186098102,0.6740511076661502,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
channel coding,-0.9703187420314492,-0.9960561991619423,0.6544481672250839,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
gesture recognition,-0.33406998158379375,-0.981266946019226,0.00200030004500662,0.5,-1.0,0.9999998860010644,0.3055555555555556,True
extract features,-0.9058142594054196,-1.0,0.6883532529879484,0.3999999999999999,-1.0,0.9999998860010644,0.4444444444444444,False
social network,-0.9128209294767631,-0.9615479418289377,0.9566935040256039,0.10000000000000009,-1.0,0.9999998860010644,-0.7222222222222222,True
performance modeling,-0.9974128967809015,-0.969435543505053,0.7491623743561535,0.3999999999999999,-1.0,0.9999998860010644,-0.375,False
fuzzy logic,-0.7250904934273195,-0.8461917673157505,0.3527029054358153,0.3999999999999999,-1.0,0.9999998860010644,-0.33333333333333337,True
large graphs,-0.992516539017855,-0.9886615725905842,0.5621343201480222,0.6000000000000001,-1.0,0.9999998860010644,-0.5,False
information gain,-0.9985095054854498,-0.9990140497904856,0.8730809621443216,0.30000000000000004,-1.0,0.9999998860010644,0.05555555555555558,False
usability evaluation,-0.6074449778099811,-0.9935913236381563,0.3765564834725208,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
visual interfaces,-0.9821371527323192,-0.9950702489524279,0.6508476271440717,0.5,-1.0,0.9999998860010644,-0.8888888888888888,False
remote access,-0.9344014732965009,-0.9940842987429135,0.901935290293544,0.19999999999999996,-1.0,0.9999998860010644,-0.36111111111111116,False
hash function,-0.6372677046710196,-0.9960561991619423,0.5013251987798171,0.30000000000000004,-1.0,0.9999998860010644,-0.33333333333333337,True
cache management,-0.919759241791313,-0.997535124476214,0.7838175726358956,0.30000000000000004,-1.0,0.9999998860010644,-0.7222222222222222,False
network models,-0.9832060012453177,-0.990633473009613,0.9383407511126669,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
model optimization,-0.9964620374049813,-0.9985210746857284,0.7594639195879382,0.3999999999999999,-1.0,0.9999998860010644,0.0277777777777779,False
dynamic scheduling,-0.9827882220564623,-0.9827458713334977,0.5285792868930341,0.6000000000000001,-1.0,0.9999998860010644,-0.5833333333333334,False
hoc networks,-0.05142803633298998,-0.7732314518116835,0.3868080212031806,-0.4,-1.0,0.9999998860010644,-0.9722222222222222,False
hardware description,-0.9824030567460112,-0.9995070248952428,0.9332899934990249,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
integrity checks,-0.936553199073249,-1.0,0.5810371555733362,0.5,-1.0,0.9999998860010644,-0.7222222222222222,False
sample images,-0.9633482747836964,-1.0,0.9074861229184377,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
data set,-0.9422489437764056,-0.9990140497904856,0.9840976146421965,0.10000000000000009,-1.0,0.9999998860010644,-0.7777777777777778,False
complex systems,-0.9205235640921058,-0.9344343110672911,0.8965344801720259,0.10000000000000009,-1.0,0.9999998860010644,-0.7222222222222222,False
image domain,-0.9970459359205674,-0.9995070248952428,0.9357903685552833,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
network design,-0.9581474416627956,-0.9783090953906828,0.9723458518777817,0.10000000000000009,-1.0,0.9999998860010644,-0.5833333333333334,False
parallel architectures,-0.9360871212876718,-0.9876756223810698,0.1595739360904136,0.8999999999999999,-1.0,0.9999998860010644,-0.5555555555555556,True
loss functions,-0.9385704419889502,-0.9990140497904856,0.8719307896184427,0.19999999999999996,-1.0,0.9999998860010644,-0.4444444444444444,True
morphological filtering,-0.8581689029202841,-0.9965491742666995,0.6876031404710707,0.30000000000000004,-1.0,0.9999998860010644,-0.33333333333333337,False
virtual world,-0.881421660630733,-0.9985210746857284,0.9124868730309548,0.10000000000000009,-1.0,0.999999886861964,-0.7222222222222222,False
outsourced data,-0.6675874769797423,-0.9965491742666995,0.9934990248537281,-0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
higher order,-0.9597028005334349,-0.9546462903623367,0.9426413962094313,0.10000000000000009,-1.0,0.9999998683854974,-0.7222222222222222,False
temporal logic,-0.8388532178587427,-0.9857037219620409,0.3518027704155624,0.6000000000000001,-1.0,0.9999998939557337,-0.41666666666666663,True
fuzzy sets,-0.9838540674414175,-0.9245748089721469,0.43156473471020673,0.6000000000000001,-1.0,0.9999998516332522,-0.3055555555555556,False
tool environments,-0.9659978675971698,-1.0,0.6884532679901985,0.3999999999999999,-1.0,0.9999998842837636,-1.0,False
formal analysis,-0.9895378916105132,-0.9866896721715553,0.7983697554633196,0.30000000000000004,-1.0,0.9999998860010644,-0.5277777777777778,False
entertainment applications,-0.7054871923656454,-1.0,0.92443866579987,-0.09999999999999998,-1.0,0.9999998860010644,-0.9444444444444444,False
visual analysis,-0.9821371527323192,-0.9871826472763126,0.8860329049357403,0.19999999999999996,-1.0,0.9999998990789158,-0.5833333333333334,False
decision trees,-0.9324956590370955,-0.9516884397337935,0.8004700705105765,0.19999999999999996,-1.0,0.999999844889655,0.0277777777777779,True
application areas,-0.9292420866273923,-0.9995070248952428,0.9426413962094313,0.10000000000000009,-1.0,0.9999998860010644,0.2777777777777777,False
motion planning,-0.979929258382297,-0.9763371949716539,0.8681802270340551,0.19999999999999996,-1.0,0.9999998752716552,-0.4722222222222222,True
parallel data,-0.9938807666992441,-0.9945772738476707,0.7965194779216884,0.30000000000000004,-1.0,0.9999998860010644,-0.13888888888888884,False
network based,-0.9653070301149448,-1.0,0.9713457018552785,0.10000000000000009,-1.0,0.9999999457124693,-0.7222222222222222,False
wireless networks,-0.7235794652578942,-0.6578752772984964,0.8866830024503676,-0.4,-1.0,0.999999881914214,-0.7222222222222222,True
audit logs,-0.7509668508287293,-0.9995070248952428,0.45566835025253805,0.3999999999999999,-1.0,0.9999998860010644,-0.5555555555555556,False
efficient data,-0.9412893346144607,-0.9827458713334977,0.8277741661249189,0.19999999999999996,-1.0,0.9999998580318668,-0.33333333333333337,False
network protocols,-0.9867857954713923,-0.9950702489524279,0.6831024653698055,0.3999999999999999,-1.0,0.9999998956128267,-0.7222222222222222,False
nearest neighbors,-0.7152328334648776,-0.9857037219620409,0.39910986647997193,0.3999999999999999,-1.0,0.99999985203083,-0.75,True
queueing system,-0.5008287292817679,-0.9960561991619423,0.9932489873481021,-0.4,-1.0,0.999999882547778,-0.5833333333333334,False
block cipher,-0.9296369376479874,-0.9960561991619423,0.9169375406310947,0.10000000000000009,-1.0,0.9999999217962117,-0.7222222222222222,True
scheduling model,-0.9518974730549769,-1.0,0.6410961644246638,0.3999999999999999,-1.0,0.9999998860010644,-0.7222222222222222,False
financial applications,-0.9497945884686216,-0.9965491742666995,0.9334900235035255,0.10000000000000009,-1.0,0.9999998860010644,-0.36111111111111116,False
external networks,-0.965370955011839,-0.9990140497904856,0.8513777066559984,0.19999999999999996,-1.0,0.9999998860010644,-0.7222222222222222,False
information modeling,-0.9907231048147273,-0.9970421493714567,0.7745661849277392,0.30000000000000004,-0.996452202792394,0.9999998860010644,-0.3055555555555556,False
