phrase,concordance_score
performance evaluation,4.612546125461255
embedded systems,21.374045801526716
wireless ad,2.5547445255474455
hoc networks,47.45762711864407
transactional memory,28.000000000000004
case studies,17.105263157894736
collective communication,5.555555555555555
static scheduling,0.9433962264150944
outstanding memory,12.5
parallel computation,0.7220216606498195
computer architecture,0.36429872495446264
programming framework,0.8032128514056224
chip multiprocessors,12.121212121212121
simulation environment,4.022988505747127
reconfigurable systems,8.333333333333332
hardware peripherals,0.46728971962616817
disk arrays,10.714285714285714
chip multiprocessors,12.121212121212121
process variability,0.425531914893617
mapping algorithm,1.5873015873015872
irregular applications,3.4482758620689653
40 years,16.666666666666664
superscalar processors,30.303030303030305
real-time system,1.0526315789473684
thread-level speculation,9.090909090909092
image processing,7.707910750507099
practical analysis,0.6134969325153374
binary code,3.7037037037037033
embedded applications,3.816793893129771
hardware support,5.14018691588785
object-oriented systems,1.0526315789473684
performance evaluation,4.612546125461255
hardware-software co-design,40.0
network processors,0.5366726296958855
scientific applications,14.925373134328357
memory disambiguation,0.20920502092050208
data speculation,0.37546933667083854
spatial locality,1.9867549668874174
performance implications,0.18450184501845018
prototype implementation,8.571428571428571
advanced topics,1.5625
embedded computing,1.5267175572519083
network applications,0.7155635062611807
operating systems,35.0
embedded applications,3.816793893129771
iterative compilation,2.7027027027027026
energy reduction,3.2
hoc networks,47.45762711864407
cache memories,2.4390243902439024
embedded processors,5.343511450381679
embedded systems,21.374045801526716
emerging applications,3.571428571428571
selected papers,2.272727272727273
embedded computing,1.5267175572519083
distributed systems,10.16042780748663
distributed databases,1.3368983957219251
real-time systems,4.2105263157894735
low energy,0.5025125628140703
embedded processors,5.343511450381679
embedded systems,21.374045801526716
memory requirements,1.2552301255230125
embedded computing,1.5267175572519083
real-time systems,4.2105263157894735
execution characteristics,1.935483870967742
embedded applications,3.816793893129771
energy minimization,2.4
nested loops,28.57142857142857
multimedia applications,11.607142857142858
case study,56.14035087719298
garbage collection,64.28571428571429
real-time systems,4.2105263157894735
dynamic priority,0.4576659038901602
synchronous design,3.4482758620689653
model refinement,0.23201856148491878
embedded systems,21.374045801526716
hardware implementations,0.46728971962616817
multimedia applications,11.607142857142858
pipelined processors,7.6923076923076925
automatic generation,3.684210526315789
efficient scheduling,0.5434782608695652
embedded systems,21.374045801526716
multiprocessor scheduling,4.0
media applications,6.306306306306306
comparative analysis,13.793103448275861
embedded systems,21.374045801526716
hardware-software co-design,40.0
embedded systems,21.374045801526716
power consumption,21.323529411764707
sensor networks,33.33333333333333
application partitioning,0.2762430939226519
intrusion detection,82.25806451612904
mobile devices,10.857142857142858
multimedia applications,11.607142857142858
code size,8.37696335078534
computer experiments,0.18214936247723132
related methods,0.6622516556291391
least squares,15.555555555555555
optimal design,1.1111111111111112
robust design,1.1494252873563218
measurement systems,2.941176470588235
statistical methods,0.9900990099009901
exponentially weighted,25.0
estimated parameters,3.4482758620689653
electron microscopy,100.0
binary data,5.555555555555555
experimental testing,0.423728813559322
reliability models,8.0
model selection,1.8561484918793503
spectral analysis,10.526315789473683
time-series data,50.0
computer experiments,0.18214936247723132
neural networks,22.388059701492537
order statistics,1.680672268907563
outlier detection,18.181818181818183
computer experiments,0.18214936247723132
statistical methods,0.9900990099009901
real-time monitoring,0.5263157894736842
learning approach,1.090909090909091
predictive modeling,9.090909090909092
regression analysis,33.33333333333333
source separation,1.7241379310344827
signal processing,36.17021276595745
fault detection,4.225352112676056
applied research,2.7777777777777777
sensitivity analysis,42.857142857142854
early detection,1.098901098901099
expected value,1.8867924528301887
data analysis,1.4392991239048811
time series,2.73972602739726
dimensional analysis,0.6711409395973155
fuzzy control,2.586206896551724
engineering design,1.7699115044247788
computer experiments,0.18214936247723132
computer experiments,0.18214936247723132
parametric estimation,5.0
statistical methods,0.9900990099009901
statistical methods,0.9900990099009901
software engineering,8.51063829787234
covariance matrices,50.0
statistical inference,1.9801980198019802
quantitative analysis,12.903225806451612
initial conditions,1.2658227848101267
pattern recognition,28.78787878787879
semiconductor manufacturing,50.0
neural networks,22.388059701492537
statistical modeling,3.9603960396039604
significant effects,0.4329004329004329
quality management,3.6764705882352944
statistical analysis,10.891089108910892
missing data,47.22222222222222
statistical modeling,3.9603960396039604
survey data,15.151515151515152
statistical inference,1.9801980198019802
operational risk,7.142857142857142
statistical methods,0.9900990099009901
computer experiments,0.18214936247723132
statistical analysis,10.891089108910892
power grids,0.7352941176470588
importance sampling,33.33333333333333
nearest neighbors,14.285714285714285
computer experiments,0.18214936247723132
kernel methods,2.7027027027027026
pattern analysis,1.5151515151515151
fast computation,0.7194244604316548
computer science,15.482695810564662
stochastic processes,3.3333333333333335
statistical methods,0.9900990099009901
dimensionality reduction,80.0
regression analysis,33.33333333333333
multiple criteria,0.22172949002217296
fault diagnosis,4.225352112676056
subset selection,11.11111111111111
statistical pattern,0.9900990099009901
exponentially weighted,25.0
statistical methods,0.9900990099009901
principal components,13.88888888888889
linear regression,0.6329113924050633
missing data,47.22222222222222
dimensional analysis,0.6711409395973155
fast computation,0.7194244604316548
multidimensional data,16.39344262295082
data streams,0.7509386733416771
clinical trials,4.545454545454546
proximity data,20.0
classification rules,0.8
new data,1.0309278350515463
convex combination,5.555555555555555
efficient approach,0.8152173913043478
data streams,0.7509386733416771
wavelet packets,1.639344262295082
regression analysis,33.33333333333333
risk analysis,11.76470588235294
manufacturing processes,5.88235294117647
model parameters,0.6960556844547563
practical guide,1.2269938650306749
practical applications,7.975460122699387
customer needs,2.2988505747126435
customer satisfaction,11.494252873563218
medical research,1.1111111111111112
automatic differentiation,0.5263157894736842
stochastic processes,3.3333333333333335
statistical inference,1.9801980198019802
anomaly detection,73.68421052631578
uncertainty quantification,14.285714285714285
computer experiments,0.18214936247723132
data analysis,1.4392991239048811
mechanical design,13.333333333333334
statistical models,1.9801980198019802
sensitivity analysis,42.857142857142854
numerical analysis,3.6363636363636362
case studies,17.105263157894736
decision trees,3.428571428571429
business intelligence,0.6564551422319475
data mining,4.693366708385482
statistical analysis,10.891089108910892
clinical trials,4.545454545454546
spatial scales,0.6622516556291391
statistical analysis,10.891089108910892
statistical learning,2.9702970297029703
reliability growth,4.0
statistical methods,0.9900990099009901
equivalence classes,33.33333333333333
large datasets,0.2145922746781116
least squares,15.555555555555555
computer experiments,0.18214936247723132
survival analysis,14.285714285714285
dynamic systems,0.4576659038901602
dimension reduction,18.75
statistical methods,0.9900990099009901
data mining,4.693366708385482
computer experiments,0.18214936247723132
fraud detection,85.71428571428571
sensitivity analysis,42.857142857142854
statistical models,1.9801980198019802
high dimension,0.4
time series,2.73972602739726
understanding design,3.571428571428571
statistical methods,0.9900990099009901
statistical analysis,10.891089108910892
software development,12.056737588652481
quality improvement,0.7352941176470588
computer experiments,0.18214936247723132
combining data,2.1739130434782608
change detection,14.000000000000002
transient processes,5.263157894736842
statistical analysis,10.891089108910892
scientific computing,5.970149253731343
learning theory,1.4545454545454546
data mining,4.693366708385482
industrial applications,3.7735849056603774
performance evaluation,4.612546125461255
data analysis,1.4392991239048811
high-dimensional data,14.285714285714285
measurement errors,2.941176470588235
computer experiments,0.18214936247723132
data analysis,1.4392991239048811
adaptive model,0.6578947368421052
data analysis,1.4392991239048811
statistical analysis,10.891089108910892
stochastic processes,3.3333333333333335
real-world examples,4.6875
data analysis,1.4392991239048811
quality control,0.7352941176470588
complex problems,1.342281879194631
linear regression,0.6329113924050633
distributed databases,1.3368983957219251
time series,2.73972602739726
parametric statistical,5.0
high throughput,2.4
statistical inference,1.9801980198019802
statistical analysis,10.891089108910892
statistical analysis,10.891089108910892
industrial applications,3.7735849056603774
statistical modeling,3.9603960396039604
quality improvement,0.7352941176470588
statistical hypotheses,0.9900990099009901
theoretical explanation,1.0101010101010102
computer experiments,0.18214936247723132
genetic algorithms,23.636363636363637
improving efficiency,2.3255813953488373
optimal design,1.1111111111111112
model selection,1.8561484918793503
modeling systems,1.1764705882352942
disparate data,16.666666666666664
statistical methods,0.9900990099009901
computer security,2.0036429872495445
data analysis,1.4392991239048811
multivariate statistical,33.33333333333333
technical systems,2.0202020202020203
high dimensions,0.2
fast computation,0.7194244604316548
point estimation,1.8404907975460123
statistical methods,0.9900990099009901
expert systems,19.51219512195122
computer experiments,0.18214936247723132
linear regression,0.6329113924050633
model selection,1.8561484918793503
information technology,4.539559014267185
intelligence techniques,4.0
manufacturing systems,5.88235294117647
regression analysis,33.33333333333333
statistical modeling,3.9603960396039604
statistical inference,1.9801980198019802
computer experiments,0.18214936247723132
missing data,47.22222222222222
data analysis,1.4392991239048811
fraud detection,85.71428571428571
several variables,0.23201856148491878
clinical trials,4.545454545454546
medical decision,1.1111111111111112
statistical modeling,3.9603960396039604
data analysis,1.4392991239048811
three methods,0.2890173410404624
statistical learning,2.9702970297029703
many parameters,0.37593984962406013
statistical analysis,10.891089108910892
quality control,0.7352941176470588
computer experiments,0.18214936247723132
sensitivity analysis,42.857142857142854
time series,2.73972602739726
statistical analyses,0.9900990099009901
graphical models,2.564102564102564
computational methods,1.0050251256281406
quality control,0.7352941176470588
feedback control,1.8181818181818181
performance evaluation,4.612546125461255
component analysis,13.157894736842104
statistical inference,1.9801980198019802
partial replication,4.444444444444445
risk analysis,11.76470588235294
control framework,1.1627906976744187
measurement system,8.823529411764707
binary data,5.555555555555555
statistical analysis,10.891089108910892
comparative experiments,3.4482758620689653
data analysis,1.4392991239048811
measurement systems,2.941176470588235
data mining,4.693366708385482
soft computing,3.125
graphical models,2.564102564102564
data analysis,1.4392991239048811
data analysis,1.4392991239048811
parameter estimation,11.76470588235294
system reliability,0.4305705059203444
complex systems,4.026845637583892
quality improvement,0.7352941176470588
data analysis,1.4392991239048811
numerical methods,3.6363636363636362
spatial data,9.271523178807946
random fields,1.2658227848101267
computer experiments,0.18214936247723132
statistical inference,1.9801980198019802
combinatorial optimization,20.833333333333336
machine learning,30.708661417322837
statistical analysis,10.891089108910892
artificial intelligence,30.88235294117647
covariance matrix,50.0
statistical analysis,10.891089108910892
financial data,5.128205128205128
engineering applications,5.3097345132743365
continuous monitoring,1.5151515151515151
alternative strategies,1.639344262295082
smooth curves,6.25
data analysis,1.4392991239048811
image data,4.665314401622718
data analysis,1.4392991239048811
factor analysis,23.52941176470588
statistical methods,0.9900990099009901
two images,1.1098779134295227
40 years,16.666666666666664
statistical methods,0.9900990099009901
model selection,1.8561484918793503
computational methods,1.0050251256281406
high-dimensional data,14.285714285714285
numerical methods,3.6363636363636362
statistical methods,0.9900990099009901
statistical methods,0.9900990099009901
computer experiments,0.18214936247723132
network monitoring,0.17889087656529518
effective communication,0.43478260869565216
field data,2.9850746268656714
quality improvement,0.7352941176470588
utility functions,3.4482758620689653
statistical analysis,10.891089108910892
wavelet transform,34.42622950819672
data networks,0.1251564455569462
data analysis,1.4392991239048811
modeling systems,1.1764705882352942
highly structured,1.1976047904191618
statistical data,3.9603960396039604
statistical models,1.9801980198019802
computer experiments,0.18214936247723132
stochastic approximation,3.3333333333333335
computer experiments,0.18214936247723132
statistical techniques,0.9900990099009901
data analysis,1.4392991239048811
statistical methods,0.9900990099009901
approximation methods,3.7037037037037033
optimal design,1.1111111111111112
practical aspects,1.2269938650306749
data mining,4.693366708385482
computer experiments,0.18214936247723132
anomaly detection,73.68421052631578
statistical methods,0.9900990099009901
temporal distribution,0.9009009009009009
reconciliation methods,20.0
time series,2.73972602739726
statistical analysis,10.891089108910892
statistical methods,0.9900990099009901
data analysis,1.4392991239048811
data analysis,1.4392991239048811
simulation techniques,1.1494252873563218
clinical trials,4.545454545454546
clinical trials,4.545454545454546
logistic regression,60.0
measurement error,2.941176470588235
everyday life,29.72972972972973
random graphs,1.2658227848101267
binary strings,3.7037037037037033
spatial data,9.271523178807946
statistical tests,0.9900990099009901
quantitative analysis,12.903225806451612
probabilistic models,5.128205128205128
maintenance methods,3.3333333333333335
intelligent data,0.9174311926605505
statistical inference,1.9801980198019802
web site,4.081632653061225
dimensional analysis,0.6711409395973155
regression analysis,33.33333333333333
regression analysis,33.33333333333333
quality assessment,3.6764705882352944
robust estimation,6.896551724137931
clinical trials,4.545454545454546
regression analysis,33.33333333333333
parametric models,5.0
practical guide,1.2269938650306749
manufacturing processes,5.88235294117647
statistical analysis,10.891089108910892
malware detection,25.0
machine learning,30.708661417322837
engineering applications,5.3097345132743365
feature detection,1.5151515151515151
heterogeneous system,1.0309278350515463
efficiently support,2.0
change detection,14.000000000000002
novel approach,10.918114143920596
feature selection,4.545454545454546
heterogeneous environments,2.0618556701030926
urban environments,9.803921568627452
reference architecture,0.9708737864077669
high-performance computing,14.285714285714285
event detection,2.8169014084507045
computational analysis,0.5025125628140703
idle times,25.0
complex networks,1.6778523489932886
business intelligence,0.6564551422319475
marketing mix,4.0
semantic classification,0.5747126436781609
data mining,4.693366708385482
random forests,1.2658227848101267
systematic review,2.5
query processing,5.185185185185185
unsupervised learning,33.33333333333333
increased data,1.6129032258064515
ensemble learning,16.666666666666664
self-organizing map,12.5
video sequences,6.985294117647059
genetic programming,3.6363636363636362
global optimization,3.1746031746031744
stability analysis,28.57142857142857
mathematical model,17.46031746031746
data privacy,0.5006257822277848
performance analysis,3.3210332103321036
power output,0.7352941176470588
benchmark problems,1.9607843137254901
neural network,58.2089552238806
neural network,58.2089552238806
neural units,5.970149253731343
approximation problems,3.7037037037037033
neural network,58.2089552238806
stock prices,6.25
current trends,0.819672131147541
neural networks,22.388059701492537
neural networks,22.388059701492537
active learning,1.6528925619834711
experimental study,1.694915254237288
stability analysis,28.57142857142857
quality assessment,3.6764705882352944
similarity measures,8.333333333333332
genetic algorithms,23.636363636363637
time delays,0.30441400304414
neural network,58.2089552238806
kernel algorithm,2.7027027027027026
discrete cosine,1.8181818181818181
neural network,58.2089552238806
neural networks,22.388059701492537
ensemble learning,16.666666666666664
clustering algorithms,4.301075268817205
multimedia data,6.25
system model,0.7534983853606028
fuzzy logic,13.793103448275861
neural networks,22.388059701492537
health monitoring,7.6923076923076925
neural networks,22.388059701492537
mobile robots,0.7142857142857143
colony algorithm,100.0
performance analysis,3.3210332103321036
time delays,0.30441400304414
neural network,58.2089552238806
neural network,58.2089552238806
automatic detection,2.1052631578947367
web mining,0.2915451895043732
multi-agent systems,12.76595744680851
set problem,0.8547008547008548
optimization algorithm,5.806451612903226
semantic relationships,0.5747126436781609
face detection,9.333333333333334
pattern classification,6.0606060606060606
parameter estimation,11.76470588235294
genetic algorithm,61.81818181818181
face recognition,23.333333333333332
image classification,0.6085192697768762
correlation methods,2.272727272727273
neural networks,22.388059701492537
text classification,1.0416666666666665
neural networks,22.388059701492537
new approach,4.123711340206185
banking industry,25.0
discrete cosine,1.8181818181818181
structural features,1.8518518518518516
parameter estimation,11.76470588235294
deep learning,5.555555555555555
neural networks,22.388059701492537
optimization algorithms,1.935483870967742
malware detection,25.0
optimization algorithm,5.806451612903226
adaptive algorithm,0.6578947368421052
fractal dimension,37.5
dynamic analysis,0.6864988558352403
neural networks,22.388059701492537
fuzzy numbers,2.586206896551724
face recognition,23.333333333333332
nonlinear system,4.838709677419355
neural networks,22.388059701492537
neural networks,22.388059701492537
gradient method,4.761904761904762
genetic algorithm,61.81818181818181
object recognition,8.366533864541832
data clustering,0.31289111389236546
new result,0.06872852233676977
human-computer interaction,76.19047619047619
machine learning,30.708661417322837
trust information,1.183431952662722
machine learning,30.708661417322837
prediction model,3.5294117647058822
angle measurement,14.285714285714285
neural network,58.2089552238806
group decision,4.2105263157894735
neural network,58.2089552238806
self-organizing map,12.5
face recognition,23.333333333333332
improved robustness,1.9417475728155338
genetic algorithm,61.81818181818181
fault diagnosis,4.225352112676056
neural networks,22.388059701492537
pattern recognition,28.78787878787879
image segmentation,4.259634888438134
neural networks,22.388059701492537
optimal scheduling,0.5555555555555556
mobile robots,0.7142857142857143
neural networks,22.388059701492537
stability analysis,28.57142857142857
neural networks,22.388059701492537
neural networks,22.388059701492537
feedback control,1.8181818181818181
time delay,0.30441400304414
wind speed,40.0
comparative study,20.689655172413794
cognitive systems,1.3761467889908259
multidimensional scaling,1.639344262295082
texture classification,2.941176470588235
combined features,3.225806451612903
supply chain,73.86363636363636
neural networks,22.388059701492537
performance improvement,4.981549815498155
hyperspectral data,33.33333333333333
image enhancement,1.0141987829614605
support vector,4.074074074074074
face recognition,23.333333333333332
machine-learning techniques,100.0
hybrid approach,6.60377358490566
sparse representation,3.4482758620689653
power system,1.4705882352941175
prediction model,3.5294117647058822
quadratic programming,20.0
time series,2.73972602739726
neural networks,22.388059701492537
nonlinear systems,4.838709677419355
feature extraction,18.68686868686869
behavior analysis,3.278688524590164
neural networks,22.388059701492537
facial images,2.73972602739726
knapsack problem,50.0
salesman problem,100.0
neural networks,22.388059701492537
recent advances,4.27807486631016
series prediction,5.0
feature selection,4.545454545454546
non-cooperative game,100.0
different shapes,0.2074688796680498
information transmission,0.12970168612191957
neural networks,22.388059701492537
storage device,1.2048192771084338
vector machines,4.0
traffic congestion,0.9523809523809524
decision tree,6.857142857142858
optimization problems,5.806451612903226
feature extraction,18.68686868686869
genetic algorithms,23.636363636363637
chaotic systems,13.333333333333334
wavelet decomposition,4.918032786885246
feature extraction,18.68686868686869
face recognition,23.333333333333332
evolutionary programming,11.538461538461538
clustering algorithm,29.03225806451613
time delay,0.30441400304414
gesture recognition,33.33333333333333
popular topics,1.1764705882352942
noisy channels,10.714285714285714
impulse noise,14.285714285714285
digital images,0.3731343283582089
complex networks,1.6778523489932886
feature selection,4.545454545454546
medical image,8.88888888888889
deep learning,5.555555555555555
system reliability,0.4305705059203444
image classification,0.6085192697768762
neural units,5.970149253731343
heat dissipation,18.181818181818183
feature extraction,18.68686868686869
image processing,7.707910750507099
neural networks,22.388059701492537
global optimization,3.1746031746031744
selection problem,4.25531914893617
real images,3.45679012345679
fault diagnosis,4.225352112676056
robot control,6.0
computer vision,5.100182149362477
machine learning,30.708661417322837
multilayer perceptrons,33.33333333333333
breast cancer,33.33333333333333
feature selection,4.545454545454546
neural network,58.2089552238806
classifier combination,6.666666666666667
reinforcement learning,80.0
robot manipulator,2.0
neural networks,22.388059701492537
neural networks,22.388059701492537
vector regression,1.3333333333333335
object tracking,0.796812749003984
vector machine,6.666666666666667
neural network,58.2089552238806
emotion recognition,14.285714285714285
physiological signals,12.5
feature selection,4.545454545454546
deep learning,5.555555555555555
classifier approach,6.666666666666667
tree algorithms,2.0618556701030926
detection system,10.429447852760736
process data,1.276595744680851
optimal setting,1.1111111111111112
neural network,58.2089552238806
metric spaces,3.125
neural networks,22.388059701492537
neural networks,22.388059701492537
stability analysis,28.57142857142857
image classification,0.6085192697768762
aerial imagery,7.142857142857142
neural networks,22.388059701492537
human-computer interaction,76.19047619047619
image recognition,0.8113590263691683
shape matching,1.7699115044247788
adaptive clustering,0.6578947368421052
numerical solution,1.8181818181818181
structural information,1.8518518518518516
neural networks,22.388059701492537
vision problems,2.083333333333333
feature selection,4.545454545454546
novel application,0.49627791563275436
face detection,9.333333333333334
color images,13.445378151260504
access control,35.12544802867383
traffic load,2.857142857142857
genetic algorithm,61.81818181818181
parameter estimation,11.76470588235294
machine learning,30.708661417322837
fuzzy rules,5.172413793103448
tree model,3.0927835051546393
migration strategy,16.666666666666664
information theory,0.9079118028534372
search algorithms,1.7605633802816902
mutual information,6.25
constrained systems,15.0
group decision,4.2105263157894735
learning approaches,1.4545454545454546
first application,0.9732360097323601
off-line optimization,7.142857142857142
genetic algorithm,61.81818181818181
neural networks,22.388059701492537
neural network,58.2089552238806
swarm intelligence,25.0
neural computing,1.4925373134328357
recommender system,50.0
prediction model,3.5294117647058822
phoneme recognition,20.0
road traffic,29.166666666666668
dimensionality reduction,80.0
pattern classification,6.0606060606060606
feature selection,4.545454545454546
hoc networks,47.45762711864407
neural network,58.2089552238806
genetic algorithms,23.636363636363637
land cover,71.42857142857143
statistical methods,0.9900990099009901
stability analysis,28.57142857142857
neural network,58.2089552238806
differential equations,35.714285714285715
gene clustering,7.142857142857142
neural networks,22.388059701492537
emotion recognition,14.285714285714285
neural networks,22.388059701492537
genetic algorithm,61.81818181818181
neural networks,22.388059701492537
image classification,0.6085192697768762
hidden layer,7.6923076923076925
genetic algorithms,23.636363636363637
nonlinear equations,4.838709677419355
low complexity,5.025125628140704
decision tree,6.857142857142858
neural networks,22.388059701492537
neural networks,22.388059701492537
time series,2.73972602739726
social networks,3.9215686274509802
soft computing,3.125
engineering design,1.7699115044247788
multi-class classification,33.33333333333333
face verification,2.0
classification model,1.6
reconstruction error,4.477611940298507
genetic algorithm,61.81818181818181
neural network,58.2089552238806
palmprint recognition,27.27272727272727
fixed budget,1.5384615384615385
logic model,1.4492753623188406
multi-class classification,33.33333333333333
neural networks,22.388059701492537
breast cancer,33.33333333333333
evaluation function,0.7246376811594203
vector regression,1.3333333333333335
neural networks,22.388059701492537
cache replacement,1.2195121951219512
pattern classification,6.0606060606060606
genetic programming,3.6363636363636362
genetic algorithm,61.81818181818181
genetic algorithm,61.81818181818181
dynamic optimization,2.2883295194508007
sensitivity analysis,42.857142857142854
genetic algorithms,23.636363636363637
minimum number,11.76470588235294
boundary condition,3.8461538461538463
neural networks,22.388059701492537
mutual information,6.25
classification problems,4.0
medical images,5.555555555555555
neural network,58.2089552238806
distributed databases,1.3368983957219251
genetic algorithm,61.81818181818181
complex systems,4.026845637583892
error concealment,4.040404040404041
neural networks,22.388059701492537
digital images,0.3731343283582089
network model,2.146690518783542
spatial distribution,3.3112582781456954
neural networks,22.388059701492537
different networks,0.1037344398340249
surface reconstruction,9.389671361502346
classification methods,1.6
stability analysis,28.57142857142857
neural networks,22.388059701492537
emotion recognition,14.285714285714285
facial expressions,6.8493150684931505
data clustering,0.31289111389236546
database systems,10.441767068273093
neural computing,1.4925373134328357
large data,1.9313304721030045
clustering method,9.67741935483871
neural networks,22.388059701492537
genetic algorithm,61.81818181818181
multiuser detection,42.857142857142854
optimization algorithm,5.806451612903226
multiple criteria,0.22172949002217296
fault diagnosis,4.225352112676056
lung diseases,9.090909090909092
knowledge transfer,0.38461538461538464
multiple views,4.656319290465632
new types,0.48109965635738833
self-organizing map,12.5
optimization algorithm,5.806451612903226
face detection,9.333333333333334
feature selection,4.545454545454546
new results,0.13745704467353953
face recognition,23.333333333333332
state estimation,1.2195121951219512
genetic algorithms,23.636363636363637
face recognition,23.333333333333332
global optimization,3.1746031746031744
visual tracking,0.47393364928909953
linear combination,3.1645569620253164
search algorithm,4.577464788732395
structural data,3.7037037037037033
unsupervised learning,33.33333333333333
rigorous modeling,6.666666666666667
active learning,1.6528925619834711
fuzzy control,2.586206896551724
neural networks,22.388059701492537
semantic web,7.471264367816093
face recognition,23.333333333333332
fault diagnosis,4.225352112676056
local similarity,0.39370078740157477
practical applications,7.975460122699387
neural networks,22.388059701492537
supervised learning,50.0
tuning process,4.761904761904762
model selection,1.8561484918793503
sparse representation,3.4482758620689653
neural network,58.2089552238806
mining methods,1.1904761904761905
neural networks,22.388059701492537
real-time systems,4.2105263157894735
classification tasks,0.8
recommender system,50.0
communication systems,3.4129692832764507
automatic detection,2.1052631578947367
knowledge reduction,0.7692307692307693
near-infrared spectroscopy,100.0
neural networks,22.388059701492537
clustering algorithm,29.03225806451613
neural networks,22.388059701492537
high dimensions,0.2
optimization problems,5.806451612903226
mobile robots,0.7142857142857143
neural networks,22.388059701492537
training data,16.43835616438356
experimental results,65.2542372881356
phoneme recognition,20.0
balanced scorecard,6.666666666666667
conventional methods,2.941176470588235
neural networks,22.388059701492537
neural networks,22.388059701492537
feature selection,4.545454545454546
robotic arms,3.225806451612903
experimental evaluation,5.508474576271186
egomotion estimation,100.0
parameter optimization,2.941176470588235
feature extraction,18.68686868686869
data clustering,0.31289111389236546
deep learning,5.555555555555555
vehicular networks,50.0
active learning,1.6528925619834711
classification methods,1.6
object tracking,0.796812749003984
time delays,0.30441400304414
image classification,0.6085192697768762
regression problems,8.333333333333332
image analysis,2.028397565922921
neural networks,22.388059701492537
biomedical engineering,22.22222222222222
information processing,2.204928664072633
neural networks,22.388059701492537
product reviews,2.877697841726619
neural networks,22.388059701492537
deep learning,5.555555555555555
new opportunities,0.8934707903780068
smooth models,3.125
deep learning,5.555555555555555
pattern classification,6.0606060606060606
human-computer interaction,76.19047619047619
neural networks,22.388059701492537
neural network,58.2089552238806
information processing,2.204928664072633
object recognition,8.366533864541832
machine learning,30.708661417322837
news recommendation,4.0
neural network,58.2089552238806
neural network,58.2089552238806
engineering applications,5.3097345132743365
neural networks,22.388059701492537
fuzzy numbers,2.586206896551724
dynamic systems,0.4576659038901602
image classification,0.6085192697768762
neural networks,22.388059701492537
classification algorithm,4.8
neural network,58.2089552238806
recognition method,2.564102564102564
service selection,0.4796163069544364
feature selection,4.545454545454546
neural networks,22.388059701492537
neural networks,22.388059701492537
pattern classification,6.0606060606060606
fuzzy model,0.8620689655172413
affective computing,15.555555555555555
fuzzy c-means,1.7241379310344827
parameter optimization,2.941176470588235
nonlinear systems,4.838709677419355
self-organizing map,12.5
feature extraction,18.68686868686869
control system,3.488372093023256
iterative method,8.108108108108109
practical applications,7.975460122699387
neural networks,22.388059701492537
genetic algorithms,23.636363636363637
neural network,58.2089552238806
neural network,58.2089552238806
dynamic model,0.9153318077803204
robotic arm,9.67741935483871
face recognition,23.333333333333332
batch process,55.55555555555556
neural networks,22.388059701492537
weather forecasting,16.666666666666664
fault detection,4.225352112676056
image retrieval,4.056795131845842
neural networks,22.388059701492537
similarity measures,8.333333333333332
image retrieval,4.056795131845842
risk management,28.235294117647058
neural networks,22.388059701492537
image transformation,0.4056795131845842
classification problems,4.0
control strategy,2.616279069767442
intelligent methods,0.9174311926605505
neural networks,22.388059701492537
simulated annealing,26.41509433962264
deep learning,5.555555555555555
manifold learning,28.57142857142857
neural networks,22.388059701492537
linear programming,6.329113924050633
mutation operator,20.0
support vector,4.074074074074074
negative externalities,3.125
heterogeneous nodes,1.0309278350515463
nonlinear systems,4.838709677419355
fuzzy inference,1.7241379310344827
nonlinear systems,4.838709677419355
robotic systems,3.225806451612903
backpropagation networks,20.0
face recognition,23.333333333333332
human brain,1.607717041800643
multiresolution approaches,8.333333333333332
comparative study,20.689655172413794
neural networks,22.388059701492537
time delay,0.30441400304414
global optimization,3.1746031746031744
medical diagnosis,3.3333333333333335
genetic algorithm,61.81818181818181
neural network,58.2089552238806
network model,2.146690518783542
vector machine,6.666666666666667
large-scale data,5.263157894736842
numerical values,1.8181818181818181
knowledge extraction,0.7692307692307693
computational techniques,0.5025125628140703
texture analysis,2.941176470588235
genetic programming,3.6363636363636362
simulated annealing,26.41509433962264
topological structure,9.523809523809524
performance evaluation,4.612546125461255
heart disease,27.77777777777778
neural networks,22.388059701492537
multiuser detection,42.857142857142854
fast rendering,0.7194244604316548
global illumination,1.0582010582010581
neural networks,22.388059701492537
value analysis,0.7462686567164178
neural networks,22.388059701492537
neural networks,22.388059701492537
neural networks,22.388059701492537
active learning,1.6528925619834711
evolutionary algorithms,11.538461538461538
power optimization,0.7352941176470588
empirical evidence,6.796116504854369
associative memory,11.11111111111111
rule extraction,1.5873015873015872
neural networks,22.388059701492537
software projects,1.1820330969267139
neural networks,22.388059701492537
rule extraction,1.5873015873015872
neural networks,22.388059701492537
new results,0.13745704467353953
fuzzy logic,13.793103448275861
linear regression,0.6329113924050633
face recognition,23.333333333333332
computational efficiency,3.5175879396984926
global optimization,3.1746031746031744
optimization algorithm,5.806451612903226
planning method,4.0
prediction models,1.1764705882352942
modular design,10.526315789473683
texture classification,2.941176470588235
neural network,58.2089552238806
large data,1.9313304721030045
comparative study,20.689655172413794
face recognition,23.333333333333332
classification algorithm,4.8
rough sets,2.272727272727273
performance assessment,0.5535055350553505
neural networks,22.388059701492537
random sampling,8.860759493670885
related documents,0.6622516556291391
