phrase,concordance_score,frequency,uniqueness,wiki_score,label
recognition performance,-0.9668980497709779,-0.9995070248952428,0.8009201380207029,0.3999999999999999,False
genetic algorithms,-0.5281165243596183,-0.7145674143455756,0.4765214782217331,0.0,True
large networks,-0.992516539017855,-0.9852107468572837,0.9103865579836976,0.30000000000000004,False
log n,-0.737801686536784,-0.988168597485827,0.9585437815672351,0.0,False
risk management,-0.4360870978225545,-0.97880207049544,0.9460419062859429,-0.30000000000000004,True
systems development,-0.9502832587915461,-0.9955632240571851,0.9732959943991599,0.19999999999999996,True
network approach,-0.997525178149616,-0.9970421493714567,0.9212881932289843,0.30000000000000004,False
artificial data,-0.9716769580760481,-1.0,0.6975546331949793,0.5,True
functional specification,-0.9858293618995403,-1.0,0.7092063809571436,0.5,False
user inputs,-0.9977918846730819,-1.0,0.6179926989048357,0.6000000000000001,True
domain experts,-0.9128209294767631,-0.9970421493714567,0.8297744661699256,0.30000000000000004,False
serious games,-0.8929371360310587,-0.9719004190288391,0.8846326949042358,0.19999999999999996,False
image segmentation,-0.9158652068181055,-0.8501355681538082,0.18437765664849715,0.8,True
image understanding,-0.9848688265551981,-0.9970421493714567,0.8977846677001549,0.30000000000000004,False
spam filtering,-0.7509668508287293,-0.9935913236381563,0.5592338850827623,0.3999999999999999,True
digital signature,-0.9264368763915231,-0.9980280995809712,0.8377256588488273,0.30000000000000004,True
network traffic,-0.9187697051759752,-0.9822528962287405,0.9128369255388309,0.19999999999999996,True
information systems,-0.7986585549369047,-0.8723194478678826,0.9819972995949395,-0.09999999999999998,True
computer worms,-0.9974599724260081,-0.9995070248952428,0.40741111166675004,0.8,True
conceptual model,-0.5746399782628386,-0.9945772738476707,0.4793218982847427,0.30000000000000004,False
network theory,-0.997525178149616,-0.9965491742666995,0.9021353202980447,0.30000000000000004,True
numerical methods,-0.9283375188347565,-0.9571111658861228,0.5934390158523779,0.5,True
model databases,-0.9964620374049813,-1.0,0.8019702955443317,0.3999999999999999,False
group key,-0.5587554521663275,-1.0,0.9625943891583739,-0.19999999999999996,False
feature space,-0.9202522462190971,-0.9926053734286419,0.9050357553633046,0.19999999999999996,False
proof system,-0.8581689029202841,-0.9980280995809712,0.8454268140221033,0.19999999999999996,False
spatial data,-0.8155720610296001,-0.9699285186098102,0.6740511076661502,0.30000000000000004,False
channel coding,-0.9703187420314492,-0.9960561991619423,0.6544481672250839,0.5,False
gesture recognition,-0.33406998158379375,-0.981266946019226,0.00200030004500662,0.5,True
extract features,-0.9058142594054196,-1.0,0.6883532529879484,0.3999999999999999,False
social network,-0.9128209294767631,-0.9615479418289377,0.9566935040256039,0.10000000000000009,True
performance modeling,-0.9974128967809015,-0.969435543505053,0.7491623743561535,0.3999999999999999,False
fuzzy logic,-0.7250904934273195,-0.8461917673157505,0.3527029054358153,0.3999999999999999,True
large graphs,-0.992516539017855,-0.9886615725905842,0.5621343201480222,0.6000000000000001,False
information gain,-0.9985095054854498,-0.9990140497904856,0.8730809621443216,0.30000000000000004,False
usability evaluation,-0.6074449778099811,-0.9935913236381563,0.3765564834725208,0.3999999999999999,False
visual interfaces,-0.9821371527323192,-0.9950702489524279,0.6508476271440717,0.5,False
remote access,-0.9344014732965009,-0.9940842987429135,0.901935290293544,0.19999999999999996,True
hash function,-0.6372677046710196,-0.9960561991619423,0.5013251987798171,0.30000000000000004,True
cache management,-0.919759241791313,-0.997535124476214,0.7838175726358956,0.30000000000000004,False
network models,-0.9832060012453177,-0.990633473009613,0.9383407511126669,0.19999999999999996,False
model optimization,-0.9964620374049813,-0.9985210746857284,0.7594639195879382,0.3999999999999999,False
dynamic scheduling,-0.9827882220564623,-0.9827458713334977,0.5285792868930341,0.6000000000000001,False
hoc networks,-0.05142803633298998,-0.7732314518116835,0.3868080212031806,-0.4,False
hardware description,-0.9824030567460112,-0.9995070248952428,0.9332899934990249,0.19999999999999996,False
integrity checks,-0.936553199073249,-1.0,0.5810371555733362,0.5,False
sample images,-0.9633482747836964,-1.0,0.9074861229184377,0.19999999999999996,False
data set,-0.9422489437764056,-0.9990140497904856,0.9840976146421965,0.10000000000000009,False
complex systems,-0.9205235640921058,-0.9344343110672911,0.8965344801720259,0.10000000000000009,False
image domain,-0.9970459359205674,-0.9995070248952428,0.9357903685552833,0.19999999999999996,False
network design,-0.9581474416627956,-0.9783090953906828,0.9723458518777817,0.10000000000000009,False
parallel architectures,-0.9360871212876718,-0.9876756223810698,0.1595739360904136,0.8999999999999999,True
loss functions,-0.9385704419889502,-0.9990140497904856,0.8719307896184427,0.19999999999999996,True
morphological filtering,-0.8581689029202841,-0.9965491742666995,0.6876031404710707,0.30000000000000004,False
virtual world,-0.881421660630733,-0.9985210746857284,0.9124868730309548,0.10000000000000009,False
outsourced data,-0.6675874769797423,-0.9965491742666995,0.9934990248537281,-0.19999999999999996,False
higher order,-0.9597028005334349,-0.9546462903623367,0.9426413962094313,0.10000000000000009,False
temporal logic,-0.8388532178587427,-0.9857037219620409,0.3518027704155624,0.6000000000000001,True
fuzzy sets,-0.9838540674414175,-0.9245748089721469,0.43156473471020673,0.6000000000000001,False
tool environments,-0.9659978675971698,-1.0,0.6884532679901985,0.3999999999999999,False
formal analysis,-0.9895378916105132,-0.9866896721715553,0.7983697554633196,0.30000000000000004,False
entertainment applications,-0.7054871923656454,-1.0,0.92443866579987,-0.09999999999999998,False
visual analysis,-0.9821371527323192,-0.9871826472763126,0.8860329049357403,0.19999999999999996,False
decision trees,-0.9324956590370955,-0.9516884397337935,0.8004700705105765,0.19999999999999996,True
application areas,-0.9292420866273923,-0.9995070248952428,0.9426413962094313,0.10000000000000009,False
motion planning,-0.979929258382297,-0.9763371949716539,0.8681802270340551,0.19999999999999996,True
parallel data,-0.9938807666992441,-0.9945772738476707,0.7965194779216884,0.30000000000000004,False
network based,-0.9653070301149448,-1.0,0.9713457018552785,0.10000000000000009,False
wireless networks,-0.7235794652578942,-0.6578752772984964,0.8866830024503676,-0.4,True
audit logs,-0.7509668508287293,-0.9995070248952428,0.45566835025253805,0.3999999999999999,False
efficient data,-0.9412893346144607,-0.9827458713334977,0.8277741661249189,0.19999999999999996,False
network protocols,-0.9867857954713923,-0.9950702489524279,0.6831024653698055,0.3999999999999999,False
nearest neighbors,-0.7152328334648776,-0.9857037219620409,0.39910986647997193,0.3999999999999999,True
queueing system,-0.5008287292817679,-0.9960561991619423,0.9932489873481021,-0.4,False
block cipher,-0.9296369376479874,-0.9960561991619423,0.9169375406310947,0.10000000000000009,True
scheduling model,-0.9518974730549769,-1.0,0.6410961644246638,0.3999999999999999,False
financial applications,-0.9497945884686216,-0.9965491742666995,0.9334900235035255,0.10000000000000009,False
external networks,-0.965370955011839,-0.9990140497904856,0.8513777066559984,0.19999999999999996,False
information modeling,-0.9907231048147273,-0.9970421493714567,0.7745661849277392,0.30000000000000004,False
video content,-0.99374796880078,-0.9926053734286419,0.9725458818822823,0.10000000000000009,False
soft computing,-0.9385704419889502,-0.9649987675622381,0.7864679701955293,0.19999999999999996,False
mining algorithms,-0.9058142594054196,-0.9970421493714567,0.4856728509276391,0.5,False
classification problems,-0.921060773480663,-0.9792950456001972,0.7831174676201431,0.19999999999999996,True
nonlinear programming,-0.9688290857244698,-0.9645057924574809,0.31304695704355656,0.7,True
computational modeling,-0.9910491684944057,-0.9842247966477693,0.3535030254538183,0.7,True
classification accuracy,-0.8089988950276243,-0.9935913236381563,0.6804020603090464,0.19999999999999996,True
random number,-0.925113644310791,-0.9970421493714567,0.899634945241786,0.10000000000000009,False
static program,-0.9822266235796935,-1.0,0.8545781867280093,0.19999999999999996,False
markup language,-0.6008839779005526,-0.9980280995809712,0.37035555333299985,0.30000000000000004,True
generic algorithms,-0.9729203952999766,-0.9980280995809712,0.5422813422013302,0.5,False
genetic programming,-0.9283375188347565,-0.905841754991373,0.7008051207681152,0.19999999999999996,True
model-based design,-0.9269899733988132,-0.9945772738476707,0.9877981697254588,0.0,False
multivariate techniques,-0.33406998158379375,-1.0,0.8993849077361604,-0.5,False
content distribution,-0.9647212456052235,-0.990633473009613,0.919387908186228,0.10000000000000009,False
adaptive web,-0.9747746437917999,-0.9990140497904856,0.53483022453368,0.5,False
dynamical systems,-0.46747697974217317,-0.9585900912003944,0.9843976596489472,-0.5,False
mobile environments,-0.9868113654301499,-0.981266946019226,0.7241086162924439,0.30000000000000004,False
feature representation,-0.9909983816061164,-0.9965491742666995,0.7433615042256339,0.30000000000000004,False
adaptive hypermedia,-0.9879398080837453,-0.9980280995809712,0.5384307646146922,0.5,False
reconstruction error,-0.9115032571946895,-1.0,0.5617342601390207,0.3999999999999999,False
digital environment,-0.9936381627772739,-0.9995070248952428,0.942541381207181,0.10000000000000009,True
balanced binary,-0.8676979742173112,-1.0,0.4166624993749062,0.5,False
dialogue systems,-0.6675874769797423,-0.997535124476214,0.70965644846727,0.0,False
security architectures,-0.9978825811158264,-0.9995070248952428,0.34165124768715316,0.7,False
information assurance,-0.9881276379244864,-0.9940842987429135,0.7259088863329501,0.30000000000000004,False
program transformation,-0.9770917127071823,-0.9921123983238846,0.709956493474021,0.30000000000000004,True
text classification,-0.9802601289134438,-0.9792950456001972,0.7980197029554432,0.19999999999999996,True
memory architectures,-0.9927321482234911,-0.9995070248952428,0.3287993198979846,0.7,True
feature matching,-0.9909983816061164,-0.9945772738476707,0.821573235985398,0.19999999999999996,False
virtual memory,-0.9628063126173042,-0.9955632240571851,0.8906335950392559,0.10000000000000009,True
formal verification,-0.954836649314981,-0.9704214937145674,0.5572335850377559,0.3999999999999999,False
compression codes,-0.9585282708357823,-1.0,0.5901885282792418,0.3999999999999999,False
smart phones,-0.9058142594054196,-0.9926053734286419,0.8299244886733013,0.10000000000000009,True
learning systems,-0.9283375188347565,-0.9980280995809712,0.9509426413962097,0.0,True
data sets,-0.8971677303812086,-0.9940842987429135,0.9124868730309548,0.0,False
location information,-0.7702082447938802,-0.9921123983238846,0.9803470520578088,-0.19999999999999996,False
game loop,-0.9952020078554084,-1.0,0.8080212031804772,0.19999999999999996,False
automatic classification,-0.9905728409421344,-0.9738723194478679,0.6762014302145323,0.30000000000000004,False
social networking,-0.9912956342758098,-0.9797880207049544,0.882732409861479,0.10000000000000009,True
bilinear pairings,-0.0005524861878453136,-0.9891545476953414,1.0,-1.0,False
interaction techniques,-0.8034649751040175,-0.9990140497904856,0.712006801020153,0.10000000000000009,False
data centers,-0.9998527164480463,-0.9723933941335963,0.8803320498074712,0.10000000000000009,True
electron microscopy,1.0,-0.9960561991619423,-0.0013502025303795406,-1.0,True
interactive computer,-0.971326624572481,-1.0,0.8731809771465722,0.10000000000000009,False
systems management,-0.9756941155836183,-0.997535124476214,0.974196129419413,0.0,False
speech signal,-0.9566359729895642,-0.9955632240571851,0.7530629594439164,0.19999999999999996,False
formal requirements,-0.9895378916105132,-0.9995070248952428,0.788418262739411,0.19999999999999996,False
coding techniques,-0.8191863385233551,-0.9980280995809712,0.6134420163024452,0.19999999999999996,False
content information,-0.982913108990457,-1.0,0.9778966845026753,0.0,False
digital signatures,-0.9413704955883566,-0.9926053734286419,0.5288793318997851,0.3999999999999999,True
sequence learning,-0.9659978675971698,-0.9980280995809712,0.8535780367055059,0.10000000000000009,False
life cycle,-0.16947693190787116,-0.9970421493714567,0.8551782767415113,-0.7,True
discrete time,-0.9647212456052235,-0.9866896721715553,0.5395309296394459,0.3999999999999999,False
network capabilities,-0.997525178149616,-1.0,0.7851677751662751,0.19999999999999996,True
language generation,-0.9894706411409482,-0.9995070248952428,0.8704805720858126,0.10000000000000009,False
location-based service,-0.9177255985267035,-0.9990140497904856,0.995199279891984,-0.09999999999999998,True
web intelligence,-0.9952708470917965,-0.9970421493714567,0.8701305195779367,0.10000000000000009,False
basic data,-0.972787449181695,-1.0,0.9462919437915687,0.0,False
security risk,-0.9688810597770483,-1.0,0.941341201180177,0.0,False
data points,-0.9798166216057365,-0.9970421493714567,0.948742311346702,0.0,False
interactive systems,-0.8164792159957905,-0.9866896721715553,0.873130969645447,-0.09999999999999998,False
image description,-0.9970459359205674,-0.9985210746857284,0.9623443516527477,0.0,False
image translation,-0.9848688265551981,-0.9995070248952428,0.8504775716357451,0.10000000000000009,False
word sequence,-0.8899324739103744,-1.0,0.8465769865479822,0.0,False
logic design,-0.9721034510369125,-0.9995070248952428,0.8279241886282942,0.10000000000000009,False
information visualization,-0.9881276379244864,-0.9852107468572837,0.42766414962244337,0.5,False
semiconductor manufacturing,-0.0005524861878453136,-0.9807739709144688,0.5351802770415564,-0.6,False
wireless security,-0.9938016695568013,-0.997535124476214,0.9383407511126669,0.0,True
object tracking,-0.9851599128348485,-0.9595760414099088,0.7900185027754163,0.10000000000000009,True
workflow management,-0.5753379569766075,-0.9857037219620409,0.5030754613191979,0.0,True
drug design,-0.20066298342541433,-0.9970421493714567,0.9369405410811622,-0.8,False
sequential data,-0.9058142594054196,-0.9940842987429135,0.33900085012751924,0.5,False
application domains,-0.9402979152040536,-0.9990140497904856,0.7752662899434917,0.10000000000000009,False
network structure,-0.9939453839235415,-0.9950702489524279,0.9246386958043709,0.0,True
color models,-0.9842889642044663,-1.0,0.9190378556783516,0.0,False
language understanding,-0.9545676474367211,-1.0,0.8884832724908738,0.0,False
input devices,-0.9082702056159936,-0.9995070248952428,0.8416762514377156,0.0,False
energy minimization,-0.953078453038674,-0.981266946019226,0.9664949742461368,-0.09999999999999998,False
data analysis,-0.9723030860398703,-0.9625338920384521,0.9622443366504976,-0.09999999999999998,False
network performance,-0.9402484705324228,-0.9926053734286419,0.9567435115267291,-0.09999999999999998,True
casual users,-0.7152328334648776,-0.9995070248952428,0.7323598539780967,-0.09999999999999998,False
binary decision,-0.9640474728872519,-0.9970421493714567,0.6782517377606643,0.19999999999999996,False
virtual computing,-0.991530307436094,-1.0,0.8074211131669751,0.10000000000000009,False
electronic signatures,-0.9795103144004134,-0.9990140497904856,0.4943741561234185,0.3999999999999999,True
medical imaging,-0.8676979742173112,-0.9842247966477693,0.7667150072510878,0.0,True
location-based services,-0.9177255985267035,-0.9630268671432093,0.9954993248987349,-0.19999999999999996,True
digital rights,-0.9637709243836068,-0.997535124476214,0.9737960694104115,-0.09999999999999998,False
database machine,-0.9930684062215713,-1.0,0.9040356053408012,0.0,False
numerical solution,-0.9647212456052235,-0.9092925807246734,0.5844376656498476,0.19999999999999996,False
multiple solutions,-0.9966679325256337,-0.9965491742666995,0.9015852377856681,0.0,False
represent data,-0.9431019296981343,-1.0,0.8447267090063508,0.0,False
vision systems,-0.7926565377532229,-0.9960561991619423,0.8901335200280045,-0.19999999999999996,False
existing approaches,-0.9243239662413716,-0.9985210746857284,0.723258488773316,0.10000000000000009,False
spatial databases,-0.9215908675130804,-0.9857037219620409,0.5062759413912086,0.30000000000000004,False
dynamic reconfiguration,-0.9736298468968482,-0.9911264481143702,0.8637295594339152,0.0,False
communication protocols,-0.9532970037523806,-0.9857037219620409,0.6357453618042708,0.19999999999999996,False
binary images,-0.9269899733988132,-0.9802809958097116,0.7003050457568636,0.10000000000000009,False
network complexity,-0.9939453839235415,-1.0,0.6857028554283144,0.19999999999999996,False
speech processing,-0.9121669736034377,-0.9945772738476707,0.7979196879531929,0.0,True
accessible design,-0.9058142594054196,-0.9980280995809712,0.7944691703755564,0.0,False
multidimensional databases,-0.8370799746399783,-0.9985210746857284,0.8257238585787867,-0.09999999999999998,False
security policies,-0.9559914947375913,-0.9940842987429135,0.9393909086362955,-0.09999999999999998,False
availability constraints,-0.8676979742173112,-0.9960561991619423,0.6524978746812022,0.10000000000000009,False
single sign-on,-0.9861713531788571,-0.997535124476214,0.9711456718507776,-0.09999999999999998,True
third party,-0.4469528261793455,-0.9990140497904856,0.9314397159573935,-0.6,False
image search,-0.9970459359205674,-0.9970421493714567,0.9792468870330548,-0.09999999999999998,False
management tools,-0.9867601338640369,-0.9980280995809712,0.9697954693203981,-0.09999999999999998,False
mobile agents,-0.9525067087608524,-0.9561252156766084,0.8901835275291294,-0.09999999999999998,False
action selection,-0.9477421731123389,-0.9950702489524279,0.9226383957593638,-0.09999999999999998,False
internet usage,-0.9647212456052235,-0.9950702489524279,0.836125418812822,0.0,False
real-time tasks,-0.9484443152079093,-0.9935913236381563,0.8175726358953843,0.0,False
mobile systems,-0.9953875295974743,-0.9876756223810698,0.9577436615492325,-0.09999999999999998,True
educational games,-0.9576026903675234,-0.9886615725905842,0.9168375256288444,-0.09999999999999998,False
resource discovery,-0.9344014732965009,-0.9901404979048558,0.7924188628294244,0.0,False
control problem,-0.9894706411409482,-0.9985210746857284,0.9557933690053508,-0.09999999999999998,False
decision making,-0.3150118389897395,-0.929504560019719,0.9121868280242036,-0.8,False
ray tracing,-0.8009944751381215,-0.9970421493714567,0.16457468620293048,0.5,False
numerical integration,-0.9647212456052235,-0.9861966970667981,0.5164274641196178,0.30000000000000004,False
image restoration,-0.9889278630103213,-0.9595760414099088,0.7140071010651596,0.10000000000000009,False
distributed environment,-0.958300587939847,-0.9970421493714567,0.819822973446017,0.0,False
covert channels,-0.6008839779005526,-0.9960561991619423,-0.041306195929389444,0.5,False
model parameters,-0.9871761674635628,-0.997535124476214,0.8437265589838476,0.0,False
word representations,-0.8899324739103744,-1.0,0.5424813722058308,0.19999999999999996,False
knowledge integration,-0.9857118572035699,-0.9950702489524279,0.8326749012351853,0.0,False
information flow,-0.9699593696928005,-0.9876756223810698,0.9092863929589439,-0.09999999999999998,False
on-chip interconnects,-0.9534596158905552,-0.9955632240571851,1.0,-0.19999999999999996,False
information technology,-0.9102636312172611,-0.9226029085531181,0.983397509626444,-0.30000000000000004,True
building secure,-0.9561363213110683,-0.9995070248952428,0.9047857178576788,-0.09999999999999998,False
multimedia documents,-0.9832379636937648,-0.9955632240571851,0.826674001100165,0.0,False
security policy,-0.9334347559185416,-0.9985210746857284,0.978046707006051,-0.19999999999999996,True
network architectures,-0.997525178149616,-0.997535124476214,0.3411011651747764,0.5,True
interconnection networks,-0.6372677046710196,-0.9852107468572837,0.06555983397509646,0.3999999999999999,False
keyword-based retrieval,-0.6008839779005526,-1.0,0.5435815372305846,-0.09999999999999998,False
compression technique,-0.8733748677559656,-0.9995070248952428,0.5145771865779867,0.19999999999999996,False
data semantics,-0.9986004605204019,-1.0,0.439115867380107,0.3999999999999999,False
virtual worlds,-0.9053583229797245,-0.9773231451811684,0.6220433064959745,0.10000000000000009,False
non-rigid objects,-0.7509668508287293,-0.997535124476214,0.8812821923288494,-0.30000000000000004,False
network technologies,-0.9867857954713923,-0.9970421493714567,0.9141871280692104,-0.09999999999999998,False
program verification,-0.9931005524861879,-0.9965491742666995,0.7177076561484224,0.10000000000000009,True
quantum cryptography,-0.8149556726198124,-0.9960561991619423,-0.2621893283992599,0.8999999999999999,True
false data,-0.9510773480662984,-0.9980280995809712,0.8739310896634496,-0.09999999999999998,False
communication networks,-0.9737861331623706,-0.9723933941335963,0.8706305945891883,-0.09999999999999998,True
cluster analysis,-0.8539649008774781,-0.9630268671432093,0.736560484072611,-0.09999999999999998,True
neural field,-0.9712377339820236,-1.0,0.4865729859478922,0.30000000000000004,False
data representation,-0.9898346690268913,-0.9965491742666995,0.7997699654948243,0.0,False
data replication,-0.9973482045927575,-0.9945772738476707,0.5026754013101966,0.30000000000000004,False
evaluation criteria,-0.9866042117063015,-0.9926053734286419,0.7891183677551632,0.0,False
buffer overflow,-0.7628781899500132,-0.9990140497904856,0.17007551132669896,0.3999999999999999,True
real-time systems,-0.9168479209072404,-0.9605619916194232,0.9843976596489472,-0.30000000000000004,True
knowledge discovery,-0.9395325116872079,-0.9511954646290363,0.7877681652247839,-0.09999999999999998,False
system design,-0.9192513782419164,-0.9654917426669953,0.981047157073561,-0.30000000000000004,True
control systems,-0.9022131568803803,-0.9704214937145674,0.9677951692753912,-0.30000000000000004,True
sparse representation,-0.9321013526385978,-0.9285186098102046,-0.14507176076411465,0.8,True
image tagging,-0.9970459359205674,-0.9985210746857284,0.1896784517677652,0.6000000000000001,False
relational databases,-0.7843186003683241,-0.9635198422479665,0.14137120568085204,0.3999999999999999,True
computational geometry,-0.9206585413254116,-0.9950702489524279,0.20893133970095512,0.5,True
classification models,-0.985096132596685,-0.9921123983238846,0.769215382307346,0.0,True
distributed real-time,-0.9690016840488078,-1.0,0.8590788618292744,-0.09999999999999998,False
hierarchical memory,-0.9810939226519337,-0.9990140497904856,0.2695904385657848,0.5,False
peer-to-peer systems,-0.7152328334648776,-0.9802809958097116,0.9843976596489472,-0.5,True
universal access,-0.8105235464351487,-0.9797880207049544,0.8760814122118319,-0.30000000000000004,False
finite element,-0.8343462246777165,-0.990633473009613,0.5074261139170877,0.10000000000000009,False
object classification,-0.9851599128348485,-0.9930983485333991,0.7579636945541832,0.0,True
still images,-0.9693414013856003,-0.997535124476214,0.9462419362904435,-0.19999999999999996,False
query algebra,-0.9862819725803151,-0.9995070248952428,0.46506976046406967,0.30000000000000004,False
incremental construction,-0.8984842045615526,-0.9980280995809712,0.2747412111816774,0.3999999999999999,False
risk analysis,-0.7656808579785506,-0.981266946019226,0.924988748312247,-0.4,True
information retrieval,-0.9569820352415963,-0.9073206803056446,0.5411811771765764,0.10000000000000009,False
design problems,-0.9917540145608509,-0.9945772738476707,0.9554933239985999,-0.19999999999999996,False
power management,-0.9275349366265844,-0.9822528962287405,0.9744961744261638,-0.30000000000000004,False
system architectures,-0.9903347626212466,-0.9960561991619423,0.34980247037055556,0.3999999999999999,False
statistical analysis,-0.7831628466714075,-0.9260537342864186,0.7721658248737311,-0.30000000000000004,True
knowledge repositories,-0.9934084147896303,-1.0,0.9551932789918489,-0.19999999999999996,False
security issues,-0.9141004083593562,-0.9852107468572837,0.9592438865829873,-0.30000000000000004,False
related problems,-0.9083385167026453,-0.9891545476953414,0.9528429264389657,-0.30000000000000004,False
sixth edition,-0.0005524861878453136,-1.0,0.6531479721958293,-0.9,False
optical networks,-0.87603591160221,-0.9585900912003944,0.7872180827124069,-0.19999999999999996,False
parameter settings,-0.8833929151771206,-0.9990140497904856,0.7326598989848476,-0.09999999999999998,False
service-oriented architectures,-0.921060773480663,-0.9891545476953414,0.3565534830224535,0.30000000000000004,False
phrase structure,-0.7509668508287293,-1.0,0.6892533880082012,-0.19999999999999996,False
resource allocation,-0.7509668508287293,-0.7964012817352724,0.6854528179226884,-0.4,False
error reduction,-0.9808917908365422,-0.9990140497904856,0.8176226433965095,-0.09999999999999998,False
large databases,-0.9753396723021839,-0.9916194232191274,0.802670400560084,-0.09999999999999998,False
location management,-0.9497945884686216,-0.9896475228000986,0.9725458818822823,-0.30000000000000004,False
online reputation,-0.9779261503018409,-1.0,0.7106565984897735,0.0,False
feature detectors,-0.9909983816061164,-1.0,0.4230134520178026,0.30000000000000004,False
intellectual property,-0.0775180620484488,-0.9871826472763126,0.793719057858679,-1.0,True
continuous time,-0.9101456554495229,-0.9861966970667981,0.8250737610641596,-0.19999999999999996,False
planning agent,-0.9610828729281768,-1.0,0.8896834525178776,-0.19999999999999996,False
face verification,-0.9610828729281768,-0.9916194232191274,0.6790018502775419,0.0,False
data streams,-0.9860779012439582,-0.9433078629529209,0.6550482572385858,0.0,False
ongoing development,-0.9566359729895642,-1.0,0.780717107566135,-0.09999999999999998,False
2.0 technologies,-0.7152328334648776,-0.9960561991619423,0.9296394459168875,-0.5,False
information extraction,-0.9777457703635231,-0.9807739709144688,0.5674851227684152,0.10000000000000009,False
independent component,-0.9336519957787572,-0.9960561991619423,0.8348752312846928,-0.19999999999999996,False
transfer function,-0.8899324739103744,-0.9965491742666995,0.8905835875381307,-0.30000000000000004,False
uniform random,-0.9677532228360958,-1.0,0.6707006050907636,0.0,False
routing protocols,-0.7000537818412946,-0.990633473009613,0.39345901885282775,0.0,False
arbitrary data,-0.9666031625071442,-0.9995070248952428,0.5678851827774167,0.10000000000000009,False
temporal databases,-0.9470210542033747,-0.9891545476953414,0.3374006100915137,0.30000000000000004,False
design techniques,-0.9940917540145608,-0.9921123983238846,0.8871830774616192,-0.19999999999999996,False
smart space,-0.8581689029202841,-0.9990140497904856,0.8576286442966445,-0.30000000000000004,False
stability analysis,-0.4293606945540648,-0.9078136554104018,0.7340101015152272,-0.7,False
real-time scheduling,-0.980040709508578,-0.9921123983238846,0.664849727459119,0.0,False
storage systems,-0.8564467816015443,-0.9861966970667981,0.9347402110316549,-0.4,True
similarity search,-0.9010497237569061,-0.9970421493714567,0.48957343601540226,0.10000000000000009,False
structure visualization,-0.980040709508578,-1.0,0.3701555233284992,0.30000000000000004,False
approximation schemes,-0.9269899733988132,-0.9935913236381563,0.10691603740561084,0.5,False
word alignment,-0.8899324739103744,-1.0,0.5761364204630695,0.0,False
processing concepts,-0.9754497804221561,-1.0,0.7591138670800619,-0.09999999999999998,False
performance issues,-0.9678762920225887,-0.9950702489524279,0.9463419512926936,-0.30000000000000004,False
portable devices,-0.8191863385233551,-0.9945772738476707,0.7960194029104366,-0.30000000000000004,False
information processing,-0.9569820352415963,-0.9847177717525265,0.9233385007751165,-0.30000000000000004,True
performance evaluation,-0.9088030825059632,-0.7007641114123737,0.884682702405361,-0.6,True
grid environment,-0.8086910327241819,-0.9960561991619423,0.772465869880482,-0.30000000000000004,False
electronic commerce,-0.5476171548948687,-0.9373921616958344,0.8511276691503726,-0.7,False
enhancing security,-0.8957836580401279,-0.9945772738476707,0.5498824823723558,0.0,False
virtual communities,-0.991530307436094,-0.9723933941335963,0.8234235135270291,-0.19999999999999996,False
dynamic modeling,-0.9965257847958835,-0.9847177717525265,0.6406961044156625,0.0,False
efficient sets,-0.9956671871246697,-0.9995070248952428,0.7532629894484173,-0.09999999999999998,False
sequence alignment,-0.7553552389260444,-0.9926053734286419,0.5036255438315749,-0.09999999999999998,False
control rules,-0.9894706411409482,-0.9995070248952428,0.9424913737060558,-0.30000000000000004,False
value iteration,-0.9861713531788571,-1.0,0.1376206430964646,0.5,False
digital archives,-0.9936381627772739,-0.9945772738476707,0.9370905635845377,-0.30000000000000004,False
two levels,-0.9944420257418093,-0.9960561991619423,0.9346902035305293,-0.30000000000000004,False
neural representation,-0.9861713531788571,-0.9985210746857284,0.32149822473371015,0.30000000000000004,False
physical design,-0.993164079628168,-0.9980280995809712,0.9243886582987446,-0.30000000000000004,False
geometric modeling,-0.8382243350892972,-0.9970421493714567,0.16562484372655906,0.30000000000000004,False
thermal management,-0.33406998158379375,-0.9921123983238846,0.7519627944191629,-0.8,False
data classification,-0.9935914368098244,-0.9901404979048558,0.8089213382007301,-0.19999999999999996,True
disaster recovery,-0.6675874769797423,-0.9945772738476707,0.6860029004350654,-0.4,True
critical business,-0.9897992945656584,-1.0,0.9073861079161873,-0.30000000000000004,False
broadcast authentication,-0.8410165745856354,-0.9965491742666995,0.553483022453368,-0.09999999999999998,False
wide area,-0.9330401773969256,-0.9970421493714567,0.9415912386858032,-0.4,False
advanced techniques,-0.9698377071823204,-0.9965491742666995,0.8772815922388357,-0.30000000000000004,False
basic structures,-0.991665797977692,-0.9995070248952428,0.8014202130319548,-0.19999999999999996,False
simulation techniques,-0.9781037657966597,-0.9965491742666995,0.6835525328799319,-0.09999999999999998,True
pervasive computing,-0.54370955011839,-0.9886615725905842,-0.06505975896384453,0.19999999999999996,False
human interaction,-0.9946705512426498,-0.9926053734286419,0.7886182927439116,-0.19999999999999996,False
immersive visualization,-0.9296369376479874,-1.0,0.4300645096764515,0.10000000000000009,False
data quality,-0.9910869249545358,-0.9847177717525265,0.9739460919137872,-0.4,False
new media,-0.9914776632302406,-0.9935913236381563,0.9821973295994402,-0.4,False
coding theory,-0.9404654277582455,-0.9965491742666995,0.6316447467120068,-0.09999999999999998,True
interactive art,-0.9772822941331228,-1.0,0.8718807821173178,-0.30000000000000004,False
