phrase,frequency,concordance_score,uniqueness,wiki_score,popularity,purity,suggested_query_score,computer science,python,machine learning,artificial intelligence,ai,deep learning,algorithms,code,architecture,api,software,framework,computer security,computer system,computer systems,label
resource allocation,414,12.5,0.84275,0.35,0.0009722222222222222,1.0387931034482758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
error reduction,3,1.0101010101010102,0.908825,0.45,2.9841897233201582e-05,1.0310296191819464,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
large databases,18,1.2875536480686696,0.90135,0.6,0.00011828793774319066,1.022875816993464,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
location management,22,2.564102564102564,0.986275,0.35,1.6468253968253968e-05,0.9641255605381166,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
online reputation,1,1.1583011583011582,0.85535,0.4,5.2e-05,0.984251968503937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
feature detectors,1,0.5050505050505051,0.71155,0.65,1.3485576923076924e-05,0.9737335834896811,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
intellectual property,27,46.15384615384615,0.8968750000000001,0.0,0.003768627450980392,1.1062431544359255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
continuous time,29,4.545454545454546,0.91255,0.4,0.00021902834008097165,1.0541586073500968,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
planning agent,1,2.0,0.94485,0.45,4.274509803921569e-06,1.6697247706422018,2.1999999999999997,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False
face verification,18,2.0,0.8395250000000001,0.5,1.764705882352941e-05,1.0087336244541485,2.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
data streams,116,0.7509386733416771,0.82755,0.45,0.00019722222222222222,1.0402684563758389,3.2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,False
ongoing development,1,2.2222222222222223,0.890375,0.55,4.940711462450593e-05,0.6280193236714976,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2.0 technologies,9,14.285714285714285,0.964825,0.3,2.6719367588932806e-05,1.6823899371069182,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
information extraction,40,1.1673151750972763,0.783775,0.45,0.00016162790697674419,1.8663484486873507,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
independent component,9,3.3707865168539324,0.91745,0.45,7.607843137254902e-05,1.056701030927835,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
transfer function,8,5.555555555555555,0.9453,0.4,0.00017478260869565219,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
uniform random,1,1.6666666666666667,0.835375,0.4,3.0576441102756894e-05,0.6010362694300518,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False
routing protocols,20,15.04424778761062,0.6967749999999999,0.5,0.0002188,1.126953125,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
arbitrary data,2,1.7241379310344827,0.7839750000000001,0.55,2.5040983606557376e-05,1.0098846787479407,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
temporal databases,23,2.7027027027027026,0.66875,0.7,2.2663934426229508e-05,1.5996649916247907,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
design techniques,17,0.35046728971962615,0.9436,0.4,0.00017520661157024794,0.8812877263581489,1.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,False
smart space,3,7.142857142857142,0.928825,0.2,1.3181818181818183e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
stability analysis,188,28.57142857142857,0.8670249999999999,0.25,0.00014476987447698745,1.0889570552147239,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
real-time scheduling,17,1.0526315789473684,0.83245,0.55,4.767932489451477e-05,0.9734513274336283,2.5714285714285716,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,False
storage systems,29,7.228915662650602,0.9673750000000001,0.35,0.0002743801652892562,1.0262773722627738,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
similarity search,7,5.0,0.744825,0.6,3.553921568627451e-05,1.1044776119402986,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
structure visualization,1,1.0526315789473684,0.685125,0.6,8.305084745762712e-06,0.9912280701754386,1.2999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
approximation schemes,14,3.7037037037037033,0.553525,0.75,1.4228855721393035e-05,0.9845094664371773,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
word alignment,1,5.555555555555555,0.7881,0.45,1.3319502074688796e-05,1.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
processing concepts,1,1.282051282051282,0.879575,0.55,2.0125523012552302e-05,0.9571734475374732,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
performance issues,11,1.6605166051660518,0.9731749999999999,0.35,0.00019012345679012346,0.9135021097046413,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
portable devices,12,9.090909090909092,0.898025,0.35,5.163934426229508e-05,0.6009615384615384,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
information processing,32,2.204928664072633,0.9616750000000001,0.4,0.004541666666666667,0.9884925201380897,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
performance evaluation,608,4.612546125461255,0.94235,0.25,0.0022541666666666665,0.9704918032786886,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
grid environment,9,9.615384615384617,0.88625,0.35,3.28099173553719e-05,0.9936868686868687,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
electronic commerce,128,22.66187050359712,0.925575,0.15,0.0007280334728033473,1.0344827586206897,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
enhancing security,12,5.263157894736842,0.774975,0.6,1.5414847161572052e-05,0.6013628620102215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
virtual communities,57,0.4784688995215311,0.911725,0.35,5.714285714285714e-05,1.0327868852459017,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dynamic modeling,32,0.2288329519450801,0.8203750000000001,0.5,6.651982378854625e-05,0.9483870967741935,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
efficient sets,2,0.2717391304347826,0.87665,0.45,1.303964757709251e-06,1.0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
sequence alignment,16,12.280701754385964,0.75185,0.5,0.00010220264317180617,1.0,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
control rules,2,0.5813953488372093,0.97125,0.35,2.4375e-05,1.6611721611721613,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
value iteration,1,0.7462686567164178,0.568875,0.7,3.0442477876106193e-05,1.005249343832021,4.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,False
digital archives,12,0.3731343283582089,0.96855,0.35,3.154545454545454e-05,1.0618892508143323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
two levels,9,0.3329633740288568,0.9673499999999999,0.4,0.0005429864253393666,0.592391304347826,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
neural representation,4,0.7462686567164178,0.6608,0.65,1.3946188340807175e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
physical design,5,0.3968253968253968,0.9621999999999999,0.35,0.00010666666666666667,0.9744525547445255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
geometric modeling,7,8.13953488372093,0.582875,0.65,5.178571428571429e-05,0.983739837398374,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
thermal management,17,33.33333333333333,0.876,0.05,5.175438596491228e-05,0.9919354838709677,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data classification,21,0.37546933667083854,0.904475,0.4,9.539170506912442e-05,0.9862385321100917,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
disaster recovery,12,16.666666666666664,0.843025,0.3,0.0010848214285714285,0.9075144508670521,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
critical business,1,0.5649717514124294,0.9537,0.35,8.251121076233183e-05,0.9521276595744681,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
broadcast authentication,8,8.0,0.776775,0.45,3.0133333333333334e-06,0.6363636363636364,0.6000000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
wide area,7,3.4013605442176873,0.9708000000000001,0.3,0.0005535714285714286,1.6747967479674797,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
advanced techniques,8,1.5625,0.93865,0.35,7.651933701657459e-05,0.9271523178807947,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
basic structures,2,0.4716981132075472,0.900725,0.4,2.726027397260274e-05,1.0106571936056838,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
simulation techniques,8,1.1494252873563218,0.8418,0.55,6.504424778761062e-05,1.0780141843971631,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
pervasive computing,24,22.857142857142858,0.46755,0.6,0.000209009009009009,0.9943502824858758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
human interaction,16,0.3215434083601286,0.894325,0.3,0.00032719298245614033,1.0633284241531664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
immersive visualization,1,3.571428571428571,0.715075,0.6,5.799086757990868e-06,0.9393939393939394,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data quality,32,0.5006257822277848,0.986975,0.3,0.0008636363636363636,0.923469387755102,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
new media,14,0.48109965635738833,0.9911000000000001,0.25,0.0012206572769953052,1.0113636363636365,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
coding theory,8,3.0303030303030303,0.81585,0.45,0.00012990654205607478,0.9963768115942029,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
interactive art,1,1.1904761904761905,0.9359500000000001,0.4,2.8078602620087336e-05,0.6813880126182965,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
service security,1,0.4796163069544364,0.99015,0.35,2.3534246575342466e-05,0.9803695150115473,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wireless sensor,34,13.138686131386862,0.8547750000000001,0.3,0.0014105263157894736,0.9539007092198581,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
mathematical logic,10,1.5873015873015872,0.776275,0.45,0.00019583333333333334,1.1331521739130435,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
general systems,3,0.42194092827004215,0.98745,0.35,5.18348623853211e-05,0.9772727272727273,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
knowledge management,257,5.384615384615385,0.9725,0.2,0.002394088669950739,1.029082774049217,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
large datasets,33,0.2145922746781116,0.529325,0.7,0.0002756476683937824,0.9351145038167938,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
heavy-tailed distributions,9,33.33333333333333,0.802925,0.1,9.864253393665158e-06,1.073394495412844,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
success factors,23,31.57894736842105,0.916875,0.1,0.00019857142857142857,1.1395348837209303,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
resource constraints,26,5.0,0.831275,0.45,8.973214285714285e-05,1.0097087378640777,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
scheduling data,1,0.819672131147541,0.8292,0.45,8.953846153846153e-06,1.0131147540983607,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
wireless technologies,16,4.014598540145985,0.94145,0.25,0.00012613065326633167,1.0341880341880343,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
real-time data,7,3.684210526315789,0.99675,0.25,0.00039611111111111113,1.0961538461538463,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
power control,166,5.88235294117647,0.9840500000000001,0.25,0.0002941747572815534,1.4621026894865525,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
approximation results,4,3.7037037037037033,0.695175,0.5,1.8046511627906978e-05,0.969309462915601,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
maximal independent,4,9.090909090909092,0.5385,0.6,1.8930232558139534e-05,1.0460358056265984,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
fractal geometry,5,6.25,0.816225,0.3,5.1947368421052634e-05,1.0,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
level analysis,1,0.26666666666666666,0.9753000000000001,0.3,6.0113960113960116e-05,0.9774774774774775,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
packet forwarding,4,3.4482758620689653,0.642725,0.6,4.443396226415094e-05,1.024,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
clustering algorithm,49,29.03225806451613,0.524725,0.35,0.0007920792079207921,0.9155339805825242,2.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True
continuous services,2,1.5151515151515151,0.911525,0.2,3.0327868852459015e-06,1.0092081031307552,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
classification tasks,7,0.8,0.816525,0.5,9.938650306748466e-05,1.0591397849462365,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
eye tracking,31,8.333333333333332,0.884625,0.4,0.0001707070707070707,1.026946107784431,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
context awareness,12,1.1904761904761905,0.859475,0.4,6.912442396313364e-05,1.641025641025641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
telecommunications systems,6,8.333333333333332,0.8887750000000001,0.2,7.579908675799087e-05,1.0674846625766872,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
large scale,51,6.652360515021459,0.944075,0.2,0.012818991097922849,1.0516304347826086,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
power consumption,59,21.323529411764707,0.89525,0.2,0.0007354260089686099,1.0205128205128204,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
point models,2,0.6134969325153374,0.965975,0.3,7.156862745098039e-06,1.027972027972028,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
second edition,14,4.861111111111112,0.9699249999999999,0.2,0.002248730964467005,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
algebraic specifications,10,4.0,0.5291,0.7,2.0324074074074074e-05,1.0128205128205128,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
data communications,12,0.1251564455569462,0.9658,0.25,0.00021619047619047619,0.9296066252587992,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
information geometry,6,0.12970168612191957,0.815025,0.45,2.2460732984293194e-05,0.9303135888501742,2.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,True
knowledge processing,12,2.307692307692308,0.940475,0.3,3.343137254901961e-05,0.9475138121546961,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
stability conditions,9,14.285714285714285,0.871375,0.25,2.158590308370044e-05,1.726,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
breast cancer,54,33.33333333333333,0.91865,0.0,0.0014155251141552512,1.108991825613079,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
fuzzy graphs,21,0.8620689655172413,0.54895,0.7,5.330188679245283e-06,1.0530973451327434,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
geometric computing,2,2.3255813953488373,0.6389,0.65,1.1073170731707316e-05,0.944954128440367,0.9999999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
virtual teams,19,0.4784688995215311,0.900725,0.25,8.502415458937197e-05,1.03954802259887,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
decomposition methods,17,5.263157894736842,0.6025,0.55,4.0495495495495496e-05,1.668520578420467,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
top management,2,11.538461538461538,0.992325,0.15,0.00028,0.8591549295774648,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
temporal access,3,0.9009009009009009,0.7478,0.5,3.2510460251046025e-06,0.9598494353826851,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
communication systems,49,3.4129692832764507,0.9608000000000001,0.25,0.0015117370892018778,0.9807073954983923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
performance prediction,45,0.7380073800738007,0.7883249999999999,0.45,6.194690265486725e-05,0.9856115107913669,1.625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
identity theft,14,20.51282051282051,0.79775,0.25,0.0001982300884955752,1.0490654205607477,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
project management,40,10.76923076923077,0.987725,0.2,0.009268292682926829,0.8969072164948454,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
online collaboration,3,0.7722007722007722,0.896625,0.45,3.795121951219512e-05,0.9342723004694836,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
key components,2,0.6097560975609756,0.94825,0.25,0.00019051724137931036,0.9421686746987952,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
statistical pattern,2,0.9900990099009901,0.8428249999999999,0.45,4.7533632286995514e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wireless networking,10,1.824817518248175,0.931925,0.35,0.0004169398907103825,0.8890356671070013,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
collaborative development,6,0.8620689655172413,0.841075,0.4,3.549019607843137e-05,1.0151515151515151,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
mobile technology,25,1.2857142857142856,0.9795750000000001,0.25,0.0004517412935323383,1.028108108108108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
television series,2,30.0,0.9478,0.0,0.00015113636363636363,0.984375,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
dynamic systems,77,0.4576659038901602,0.924075,0.4,0.0003804878048780488,0.8834827144686299,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
online research,2,0.3861003861003861,0.99325,0.15,0.00024198895027624309,1.0141176470588236,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
grid infrastructure,2,0.9615384615384616,0.83745,0.45,5.1121076233183856e-05,0.8721227621483376,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
failure detectors,5,15.909090909090908,0.686075,0.4,6.742081447963801e-06,1.0,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
resource management,73,10.0,0.974825,0.2,0.004602739726027397,1.0405982905982907,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
social interaction,29,14.215686274509803,0.8924,0.15,0.0010848214285714285,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
processor allocation,5,1.282051282051282,0.7777000000000001,0.45,4.937106918238993e-06,0.9743589743589743,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
logic devices,1,1.4492753623188406,0.8768499999999999,0.3,3.663414634146342e-05,0.927710843373494,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
large-scale complex,1,3.508771929824561,0.956075,0.25,3.1416309012875535e-05,1.0733056708160442,-0.09999999999999998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
wireless systems,57,0.7299270072992701,0.968825,0.25,0.0001338095238095238,0.9797979797979798,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
random sample,1,1.2658227848101267,0.924275,0.3,0.0002123931623931624,0.9783889980353635,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
data placement,3,0.2503128911138924,0.8836250000000001,0.45,2.6808510638297873e-05,0.9741641337386018,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
control system,50,3.488372093023256,0.988325,0.3,0.002300925925925926,1.178988326848249,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
stress reduction,1,37.5,0.8565750000000001,0.0,5.8173076923076924e-05,0.991869918699187,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
microarray experiments,5,25.0,0.877775,0.1,2.0925925925925925e-05,0.5940721649484536,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
evaluation metrics,6,1.4492753623188406,0.6615,0.55,0.00010049751243781094,1.00990099009901,2.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
data retrieval,9,0.5006257822277848,0.768575,0.4,0.00010186046511627907,1.0394736842105263,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
security protection,7,0.1610305958132045,0.969725,0.2,5.185185185185185e-05,0.601063829787234,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
confidential information,5,16.666666666666664,0.854625,0.2,9.220055710306407e-05,1.0033003300330032,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
technical solutions,2,1.0101010101010102,0.961825,0.25,0.00039633027522935777,1.0340063761955367,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
evaluation methods,10,3.6231884057971016,0.9335,0.25,0.0003427906976744186,0.9758241758241758,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
collaborative filtering,85,6.0344827586206895,0.69045,0.45,0.00014351851851851852,1.117056856187291,1.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False
systems biology,27,0.31746031746031744,0.91025,0.3,0.0005789473684210527,0.9492753623188406,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
video surveillance,40,1.1029411764705883,0.845525,0.3,0.00021699029126213593,1.68,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
wireless applications,18,0.36496350364963503,0.9565,0.2,5.4411764705882355e-05,0.9279279279279279,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
regression analysis,45,33.33333333333333,0.7685,0.2,0.001542857142857143,0.9276139410187667,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
mobility management,51,10.256410256410255,0.8473999999999999,0.2,8.507462686567164e-05,0.6272401433691757,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
hybrid systems,63,2.8301886792452833,0.86665,0.35,0.00013835616438356166,0.6051080550098232,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
online advertising,15,3.088803088803089,0.9758,0.3,0.0005679611650485437,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
time series,184,2.73972602739726,0.986925,0.15,0.0056696428571428575,1.6873449131513647,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
design methodologies,6,0.35046728971962615,0.652975,0.55,6.202898550724638e-05,1.0048076923076923,2.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False
medical applications,25,3.3333333333333335,0.967375,0.2,0.00016398104265402845,1.0819672131147542,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
business flow,1,0.2188183807439825,0.9541,0.2,1.2017937219730941e-05,0.65,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
mobile phones,82,7.857142857142857,0.9568000000000001,0.15,0.001556053811659193,1.005763688760807,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
conditional entropy,1,9.090909090909092,0.31447499999999995,0.85,2.031963470319635e-05,0.8597194388777555,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
video streaming,53,0.7352941176470588,0.834475,0.45,0.0003390909090909091,1.0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
lower bounds,187,2.2222222222222223,0.685975,0.35,0.0006681818181818182,0.6923076923076923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
food processing,2,25.0,0.95245,0.0,0.00040442477876106195,1.0064516129032257,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
media streaming,8,1.8018018018018018,0.8301000000000001,0.4,4.684684684684685e-05,0.9906542056074766,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False
digital camera,6,2.9850746268656714,0.968425,0.25,0.0005853658536585366,0.9672131147540983,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
sign language,14,16.666666666666664,0.979,0.0,0.0019675925925925924,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
business processes,64,13.347921225382933,0.9470000000000001,0.15,0.0013818181818181818,0.9857142857142858,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
cellular networks,304,4.651162790697675,0.874275,0.15,0.0001570135746606335,1.0424403183023874,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
technology management,4,0.6666666666666667,0.9878,0.2,0.001136150234741784,0.950354609929078,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
emerging applications,10,3.571428571428571,0.856425,0.2,3.2647814910025704e-05,1.0564516129032258,2.111111111111111,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
planning systems,4,2.0,0.97305,0.15,4.5876288659793814e-05,0.9779005524861878,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
theoretical problems,2,1.0101010101010102,0.8334,0.35,2.0432900432900432e-05,1.6163522012578617,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
new methods,36,0.5498281786941581,0.9766,0.25,0.0008493150684931507,1.0103092783505154,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
packet access,2,1.1494252873563218,0.87895,0.35,2.056338028169014e-05,1.0153256704980842,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
autonomic systems,4,9.523809523809524,0.9922,0.1,1.5906976744186047e-05,0.9661016949152542,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
young people,14,20.0,0.98315,0.0,0.0012513966480446927,0.9600725952813067,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
radio frequency,15,16.666666666666664,0.91595,0.1,0.0005213270142180095,1.0241935483870968,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
wireless communications,135,0.7299270072992701,0.945675,0.25,0.00059375,1.1925133689839573,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
payment system,1,5.128205128205128,0.9831749999999999,0.25,0.0001516279069767442,0.9194029850746268,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
online courses,17,1.1583011583011582,0.96845,0.3,0.0023943661971830986,0.9822134387351779,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
representation system,1,3.1746031746031744,0.899775,0.2,2.918552036199095e-05,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
warehouse systems,3,5.555555555555555,0.875175,0.2,1.5092592592592593e-05,0.9484848484848485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
