phrase,label
inductive logic programming,True
mobile phones,True
mobile phone recycling,True
analysis of algorithms,True
parameterized complexity,True
phylogenetics,True
genealogy,True
software architecture,True
enterprise architecture,True
hydrography,True
oceanography,True
ecosystems,True
grasslands,True
robotics,True
physical computing,True
computer programming,True
data structures,True
lexicography,True
vocabulary,True
algorithms,True
signal processing,True
automattic,True
tumblr,True
remote sensing,True
telepresence,True
image processing,True
digital photography,True
web services,True
internet search,True
computer security,True
mobile security,True
programming language implementation,True
parsing,True
static program analysis,True
abstract interpretation,True
lexicography,True
glossaries,True
identifiers,True
call signs,True
internet of things,True
smart grid,True
holography,True
holonomic brain theory,True
secure communication,True
computer security,True
collaborative mapping,True
geosocial networking,True
internet of things,True
home automation,True
online services,True
electronic publishing,True
computational mathematics,True
numerical analysis,True
cryptography,True
ransomware,True
smartphones,True
maemo,True
software architecture,True
enterprise application integration,True
firmware,True
custom firmware,True
evolutionary computation,True
artificial life,True
information theory,True
data differencing,True
internet safety,True
internet fraud,True
cloud computing,True
cloud gaming,True
security engineering,True
perimeter security,True
knowledge engineering,True
knowledge representation,True
emergence,True
holism,True
identity management,True
federated identity,True
brand management,True
merchandise,True
concurrent computing,True
distributed computing,True
programming language theory,True
program analysis,True
web services,True
instant messaging,True
systems science,True
systems ecology,True
calculus of variations,True
morse theory,True
wireless networking,True
netgear,True
network performance,True
quality of service,True
computational physics,True
computational electromagnetics,True
video game design,True
procedural generation,True
neurotechnology,True
neuroprosthetics,True
computational biology,True
bioinformatics,True
data security,True
fault tolerance,True
personal computers,True
amiga,True
computability theory,True
combinatory logic,True
procedural generation,True
demoscene,True
assistive technology,True
home automation,True
machine learning,True
evolutionary algorithms,True
assistive technology,True
braille,True
network architecture,True
osi model,True
computational neuroscience,True
artificial neural networks,True
classes of computers,True
quantum computing,True
programming language theory,True
lambda calculus,True
software engineering,True
formal methods,True
information privacy,True
differential privacy,True
formal methods,True
automated theorem proving,True
internet privacy,True
geolocation,True
remote sensing,True
synthetic aperture radar,True
software engineering,True
software design,True
compilers,True
compiler construction,True
digital signal processing,True
geometry processing,True
philosophy of mind,True
intellectualism,True
online services,True
cloud computing,True
machine learning,True
reinforcement learning,True
artificial life,True
emergence,True
computer access control,True
smart cards,True
image processing,True
interpolation,True
computability theory,True
turing machine,True
personal computers,True
laptops,True
computer vision,True
image segmentation,True
algorithms,True
numerical analysis,True
personal computers,True
atari st,True
network service,True
email,True
computational mathematics,True
computational topology,True
surveying,True
home inspection,True
internet privacy,True
privacy software,True
computer programming,True
algorithms,True
software quality,True
reliability engineering,True
key management,True
secret sharing,True
home automation,True
smart devices,True
supercomputers,True
supercomputer operating systems,True
signal processing,True
detection theory,True
group theory,True
subgroup series,True
mobile security,True
mobile malware,True
emergence,True
emergent gameplay,True
medical imaging,True
radiology,True
web development,True
web analytics,True
signal processing,True
image processing,True
mobile phones,True
mobile device management,True
computer networking,True
wireless networking,True
genetic algorithms,True
gene expression programming,True
cryptography,True
cryptography law,True
computer graphics,True
geometry processing,True
medical imaging,True
medical ultrasonography,True
computer networking,True
online services,True
radiology,True
radiation therapy,True
embedded systems,True
robots,True
graph theory,True
network theory,True
artificial intelligence,True
computer vision,True
information theory,True
detection theory,True
computer programming,True
quantum programming,True
software architecture,True
interoperability,True
operating systems,True
operating system advocacy,True
parallel computing,True
cache coherency,True
identity management,True
access control,True
maps,True
globes,True
computer programming,True
concurrent computing,True
software project management,True
agile software development,True
radiology,True
radiography,True
natural language processing,True
corpus linguistics,True
cryptography,True
quantum cryptography,True
systems science,True
systems biology,True
assistive technology,True
prosthetics,True
semantic web,True
resource description framework,True
information appliances,True
smart tv,True
dark web,True
darknet markets,True
tracking,True
indoor positioning system,True
computational neuroscience,True
neurotechnology,True
lexicography,True
definition,True
robotics,True
adaptable robotics,True
cybercrime,True
darknet markets,True
algorithms,True
computational physics,True
control flow,True
subroutines,True
cybercrime,True
malware,True
emergent gameplay,True
machinima,True
computational linguistics,True
machine translation,True
scientific classification,True
biological classification,True
online services,True
web hosting,True
graph theory,True
topological graph theory,True
computational complexity theory,True
analysis of algorithms,True
enterprise architecture,True
enterprise modelling,True
information theory,True
information geometry,True
build automation,True
continuous integration,True
ecosystems,True
tropical rainforests,True
embedded systems,True
information appliances,True
software quality,True
formal methods,True
natural language processing,True
natural language generation,True
numerical analysis,True
numerical linear algebra,True
signal processing,True
digital signal processing,True
computer security,True
computational trust,True
enterprise architecture,True
information architecture,True
web development,True
web accessibility,True
philosophy of mind,True
phenomenology,True
central processing unit,True
cache coherency,True
network architecture,True
cyberinfrastructure,True
cloud computing,True
as a service,True
security engineering,True
locksmithing,True
enterprise architecture,True
architecture description language,True
artificial intelligence,True
machine learning,True
systems science,True
systems psychology,True
logic programming,True
constraint logic programming,True
biometrics,True
signature,True
computational complexity theory,True
parameterized complexity,True
computer networking,True
network architecture,True
robotics,True
home automation,True
computer memory,True
memory management,True
computer networks,True
internet culture,True
assistive technology,True
speech synthesis,True
computer architecture,True
heterogeneous computing,True
structural analysis,True
finite element method,True
programming language implementation,True
compiler construction,True
philosophy of mind,True
moral psychology,True
computer graphics,True
texture mapping,True
key management,True
digital signature,True
web syndication,True
podcasting,True
belief revision,True
cognitive inertia,True
biometrics,True
face recognition,True
parallel computing,True
domain decomposition methods,True
web mapping,True
google maps,True
temperature control,True
heat exchangers,True
software engineering,True
software requirements,True
programming language theory,True
programming languages,True
information appliances,True
smartphones,True
quantum information science,True
quantum complexity theory,True
web design,True
adaptive web design,True
cybercrime,True
internet safety,True
computability theory,True
hypercomputation,True
web accessibility,True
assistive technology,True
web design,True
url,True
privacy law,True
personality rights,True
procedural generation,True
algorithmic art,True
signature,True
digital signature,True
finite element method,True
mesh generation,True
theoretical computer science,True
formal methods,True
software architecture,True
architecture description language,True
group theory,True
moonshine theory,True
software project management,True
software development,True
personal computers,True
vaio,True
software engineering,True
software maintenance,True
wireless networking,True
mesh networking,True
data security,True
database security,True
computational mathematics,True
computational statistics,True
medical imaging,True
tomography,True
finite element method,True
domain decomposition methods,True
cryptography,True
steganography,True
computational linguistics,True
natural language processing,True
access control,True
computer access control,True
maps,True
web mapping,True
systems science,True
holism,True
knowledge representation,True
semantic web,True
software testing,True
software review,True
assistive technology,True
adaptive clothing,True
logic programming,True
automated theorem proving,True
cascading style sheets,True
responsive web design,True
programming language implementation,True
memory management,True
cryptography,True
cryptography standards,True
numerical linear algebra,True
least squares,True
booting,True
system image,True
computer graphics,True
vector graphics,True
logic programming,True
belief revision,True
proxy servers,True
forward proxy,True
cartography,True
surveying,True
software design,True
software architecture,True
machine learning,True
structured prediction,True
live coding,True
algorave,True
online services,True
video on demand,True
backup,True
disk cloning,True
backup,True
system image,True
software engineering,True
software quality,True
image processing,True
mathematical morphology,True
evolutionary algorithms,True
genetic algorithms,True
evolutionary computation,True
evolutionary algorithms,True
theoretical computer science,True
information theory,True
reliability engineering,True
fault tolerance,True
ubiquitous computing,True
indoor positioning system,True
numerical analysis,True
mathematical optimization,True
algorithms,True
computational statistics,True
modal logic,True
temporal logic,True
internet fraud,True
spamming,True
data mining,True
process mining,True
cybercrime,True
spamming,True
machine learning,True
bayesian networks,True
character encoding,True
unicode,True
software engineering,True
web development,True
network service,True
push technology,True
programming language implementation,True
compilers,True
embedded systems,True
smart devices,True
cascading style sheets,True
adaptive web design,True
network performance,True
queueing theory,True
graph theory,True
geometric graph theory,True
tomography,True
optical coherence tomography,True
information theory,True
algorithmic information theory,True
audio electronics,True
synchronization,True
home automation,True
temperature control,True
mobile phones,True
cat phone,True
mathematical optimization,True
stochastic optimization,True
declarative programming,True
functional programming,True
theory of computation,True
algorithmic information theory,True
prisons,True
prison healthcare,True
instant messaging,True
xmpp,True
data erasure,True
file deletion,True
scientific classification,True
morphology,True
data security,True
data erasure,True
theoretical computer science,True
pseudorandomness,True
coding theory,True
data differencing,True
computer access control,True
authentication,True
linux,True
ubuntu,True
cybercrime,True
internet fraud,True
natural language processing,True
machine translation,True
algorithms,True
digital signal processing,True
modal logic,True
provability logic,True
denotational semantics,True
domain theory,True
maps,True
indoor positioning system,True
video game development,True
video game design,True
declarative programming,True
logic programming,True
computational physics,True
molecular dynamics,True
video game design,True
game accessibility,True
programming language theory,True
program transformation,True
data modeling,True
relational algebra,True
artificial intelligence,True
logic programming,True
demoscene,True
demos,True
convex analysis,True
convex optimization,True
mathematical optimization,True
pareto efficiency,True
personal computers,True
tablet computers,True
software engineering,True
computer programming,True
geolocation,True
indoor positioning system,True
cloud computing,True
cloud storage,True
biometrics,True
anthropometry,True
network topology,True
mesh networking,True
cybercrime,True
internet vigilantism,True
identification,True
animal identification,True
reliability engineering,True
environmental testing,True
robotics,True
robots,True
computer security,True
cryptography,True
combinatorial optimization,True
travelling salesman problem,True
online services,True
internet radio,True
cryptocurrencies,True
bitcoin,True
computer graphics,True
image processing,True
computational linguistics,True
natural language generation,True
digital rights management,True
hardware restrictions,True
cheminformatics,True
combinatorial chemistry,True
internet of things,True
machine to machine,True
numerical analysis,True
finite differences,True
type theory,True
type inference,True
optical spectrum,True
shades of green,True
computer graphics,True
stereoscopy,True
polyhedra,True
tessellation,True
tracking,True
motion capture,True
biometrics,True
graphology,True
computational science,True
computational mathematics,True
geolocation,True
geosocial networking,True
holography,True
holography in fiction,True
embedded systems,True
avionics,True
wikis,True
wiki software,True
theory of computation,True
limits of computation,True
emergence,True
systems science,True
smartphones,True
blackberry,True
character encoding,True
collation,True
omics,True
genomics,True
computer security,True
computer security software,True
cybercrime,True
digital forensics,True
surveying,True
topography,True
information theory,True
quantum computing,True
program analysis,True
static program analysis,True
graph theory,True
extremal graph theory,True
systems thinking,True
futurology,True
software design,True
data modeling,True
computational mathematics,True
computational geometry,True
data modeling,True
building information modeling,True
computability theory,True
recursion,True
computer networking,True
networking hardware,True
electrophysiology,True
cardiac electrophysiology,True
computer data storage,True
backup,True
hydrography,True
limnology,True
computer security,True
data security,True
algorithms,True
evolutionary algorithms,True
emergence,True
reductionism,True
lexicography,True
dictionaries,True
cybercrime,True
online child abuse,True
networking hardware,True
fiber optics,True
artificial intelligence,True
evolutionary computation,True
classes of computers,True
smart devices,True
middleware,True
remote procedure call,True
computational science,True
computational physics,True
embedded systems,True
firmware,True
computer vision,True
machine vision,True
medical imaging,True
electrophysiology,True
computer access control,True
digital rights management,True
internet of things,True
smart tv,True
computer graphics,True
procedural generation,True
automattic,True
wordpress,True
machine learning,True
computational learning theory,True
medical software,True
medical simulation,True
reductionism,True
teleology,True
systems thinking,True
technology assessment,True
medical imaging,True
positron emission tomography,True
computer security,True
transport layer security,True
neurotechnology,True
neurostimulation,True
recursion,True
mathematical induction,True
quantum information science,True
quantum programming,True
functional groups,True
amines,True
operating systems,True
unix,True
formal methods,True
model checking,True
software development,True
internationalization and localization,True
web design,True
cascading style sheets,True
algorithms,True
computer algebra,True
avionics,True
radio direction finding,True
ambient intelligence,True
internet of things,True
version control,True
github,True
radiology,True
nuclear medicine,True
access control,True
authentication,True
laptops,True
dell laptops,True
computer security,True
access control,True
data structures,True
succinct data structure,True
reductionism,True
monism,True
computational linguistics,True
speech recognition,True
ubiquitous computing,True
ambient intelligence,True
online services,True
online journalism,True
smartphones,True
cat phone,True
computer vision,True
geometry processing,True
javascript,True
json,True
software development,True
software documentation,True
web services,True
enterprise application integration,True
abstract data type,True
abstract method,True
abstraction,True
agent architecture,True
agent-based model,True
aggregate function,True
agile software development,True
algorithm,True
algorithm design,True
algorithmic efficiency,True
ascii,True
application programming interface,True
application software,True
array data structure,True
artifact,True
artificial intelligence,True
ascii,True
assertion,True
associative array,True
automata theory,True
automated reasoning,True
bandwidth,True
bayesian programming,True
benchmark,True
best, worst and average case,True
big data,True
big o notation,True
binary number,True
binary search algorithm,True
binary tree,True
bioinformatics,True
bit,True
bit rate,True
blacklist,True
bmp file format,True
boolean data type,True
boolean expression,True
boolean algebra,True
byte,True
booting,True
callback,True
central processing unit,True
character,True
cipher,True
class,True
class-based programming,True
class-orientation,True
client,True
cleanroom software engineering,True
closure,True
cloud computing,True
code library,True
coding,True
coding theory,True
cognitive science,True
comma-separated values,True
compiler,True
compiler theory,True
computability theory,True
computation,True
computational biology,True
computational chemistry,True
computational complexity theory,True
computational model,True
computational neuroscience,True
computational physics,True
computational science,True
computational steering,True
computer,True
computer architecture,True
computer data storage,True
computer ethics,True
computer graphics,True
computer network,True
computer programming,True
computer science,True
computer scientist,True
computer security,True
computer vision,True
concatenation,True
concurrency,True
conditional,True
continuation-passing style,True
control flow,True
creative commons,True
cryptography,True
csv,True
cyberbullying,True
cyberspace,True
data center,True
database,True
data mining,True
data science,True
data structure,True
data type,True
debugging,True
declaration,True
digital data,True
digital signal processing,True
discrete event simulation,True
disk storage,True
distributed computing,True
divide and conquer algorithm,True
dns,True
documentation,True
domain name system,True
double-precision floating-point format,True
download,True
edge device,True
encryption,True
event,True
event-driven programming,True
evolutionary computing,True
executable,True
exception handling,True
expression,True
fault-tolerant computer system,True
feasibility study,True
filename extension,True
filter (software),True
floating point arithmetic,True
for loop,True
formal methods,True
formal verification,True
functional programming,True
game theory,True
garbage in, garbage out,True
gif,True
gigabyte,True
global variable,True
graph theory,True
hard problem,True
hash function,True
hash table,True
heap,True
heapsort,True
human-computer interaction,True
ide,True
image processing,True
imperative programming,True
incremental build model,True
information space analysis,True
information visualization,True
inheritance,True
input/output,True
insertion sort,True
instruction cycle,True
integer,True
integrated development environment,True
integration testing,True
intellectual property,True
intelligent agent,True
interface,True
internal documentation,True
internet,True
internet bot,True
interpreter,True
invariant,True
iteration,True
java,True
kernel,True
library (computing),True
linear search,True
linked list,True
linker,True
list,True
loader,True
logic error,True
logic programming,True
machine learning,True
machine vision,True
mathematical logic,True
matrix,True
memory,True
merge sort,True
method,True
methodology,True
modem,True
natural language processing,True
number theory,True
numerical analysis,True
numerical method,True
object,True
object code,True
object-oriented analysis and design,True
object oriented programming,True
open-source software,True
operating system,True
optical fiber,True
pair programming,True
parallel computing,True
parameter,True
peripheral,True
postcondition,True
precondition,True
primary storage,True
primitive data type,True
priority queue,True
procedural programming,True
program lifecycle phase,True
programming language,True
programming language implementation,True
programming language theory,True
prolog,True
python,True
quantum computing,True
queue,True
quicksort,True
r programming language,True
radix,True
recursion,True
reference counting,True
relational database,True
reliability engineering,True
regression testing,True
requirements analysis,True
robotics,True
round-off error,True
router,True
routing table,True
run time,True
run time error,True
search algorithm,True
secondary storage,True
selection sort,True
semantics,True
sequence,True
set,True
soft computing,True
software,True
software agent,True
software construction,True
software deployment,True
software design,True
software development,True
software development process,True
software engineering,True
software maintenance,True
software prototyping,True
software requirements specification,True
software testing,True
sorting algorithm,True
source code,True
spiral model,True
stack,True
storage,True
string,True
structured storage,True
subroutine,True
symbolic computation,True
syntax,True
syntax error,True
system console,True
technical documentation,True
third-generation programming language,True
top-down and bottom-up design,True
tree,True
type theory,True
upload,True
uniform resource locator,True
url,True
user agent,True
user interface,True
user interface design,True
variable,True
virtual machine,True
v-model,True
wav,True
waterfall model,True
waveform audio file format,True
web crawler,True
wi-fi,True
xhtm,True
